locus_tag,product,tier,predicted_call,confidence,evidence,measured_essential,ess_score,noness_score,conservation,n_paralogs,gene_len_aa,leading,mobile_dist_kb,n_sisters,max_sisters,ovote_ess,ovote_non,dnds,cross_validated
RS_RS05195,phosphate acyltransferase PlsX,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.8056012893834495,0.1514391402564888,0.6666666666666666,0.0,355,1,37.97,3,3,30,12,0.10714747016491769,True
RS_RS05200,beta-ketoacyl-ACP synthase III,CONFIDENT_ESSENTIAL,essential,3,E_cons_core|E_geometry|E_dnds,1,0.8780927046045238,0.07447227510364227,0.7804878048780488,1.0,327,1,39.03,3,3,60,20,0.076162233635475,True
RS_RS05205,ACP S-malonyltransferase,CONFIDENT_ESSENTIAL,essential,3,E_cons_core|E_geometry|E_dnds,1,0.9459212220643328,0.028449557300361143,0.9743589743589745,0.0,310,1,40.01,3,3,44,1,0.0900596723501208,True
RS_RS05210,3-oxoacyl-ACP reductase FabG,CONFIDENT_ESSENTIAL,essential,4,E_cons_core|E_geometry|E_ortho|E_dnds|F_core_redundant,1,0.9656736973840844,0.020057822763294854,1.0,27.0,250,1,40.86,3,3,1252,0,0.06406235056664468,True
RS_RS05215,acyl carrier protein,CONFIDENT_ESSENTIAL,essential,4,E_score|E_cons_core|E_geometry|E_ortho,1,0.9674750323034318,0.030394807737624683,1.0,0.0,80,1,41.56,3,3,44,0,,True
RS_RS05220,beta-ketoacyl-ACP synthase II,CONFIDENT_ESSENTIAL,essential,3,E_cons_core|E_geometry|E_dnds,1,0.765920915904146,0.1903571265103891,0.631578947368421,0.0,411,1,42.4,3,3,33,25,0.03425984356801704,True
RS_RS25410,hypothetical protein,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_pangenome_some,1,0.2268022470593374,0.7755132118713958,0.0,0.0,147,1,43.35,1,3,1,0,,True
RS_RS05225,RNA polymerase sigma factor RpoE,UNRESOLVED,unknown,0,E_cons_core|E_geometry|F_core_redundant,1,0.7769586278089037,0.23199487472505215,0.5526315789473685,6.0,200,1,43.93,3,3,228,202,,True
RS_RS05230,sigma-E factor negative regulatory protein,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.7105414236785734,0.20080692977555947,0.5,0.0,211,1,44.66,3,3,4,4,0.12425198543090124,False
RS_RS05235,MucB/RseB C-terminal domain-containing protein,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score|E_dnds,1,0.2693607166938525,0.7556050230940576,0.125,0.0,366,1,45.53,3,3,3,25,0.05211009181341168,True
RS_RS05240,DegQ family serine endoprotease,CONFIDENT_NONESSENTIAL,non-essential,1,N_score|E_dnds,0,0.3236883944821866,0.6598524671386179,0.2307692307692307,2.0,506,1,46.94,3,3,23,77,0.07707174562213999,True
RS_RS05245,glutaredoxin family protein,UNRESOLVED,unknown,0,E_geometry,1,0.5135475111341588,0.4689741037215557,0.2631578947368421,0.0,92,1,47.83,3,3,6,18,0.14936218534785053,False
RS_RS05250,translation elongation factor 4,CONFIDENT_NONESSENTIAL,non-essential,1,N_score|E_dnds,1,0.2694348715157397,0.7631333604625782,0.2051282051282051,0.0,599,1,49.06,3,3,8,37,0.05135616438012241,True
RS_RS05255,signal peptidase I,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.9368426321400428,0.0493277064918632,0.9230769230769232,1.0,306,1,50.45,3,3,52,5,,True
RS_RS05260,DUF4845 domain-containing protein,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,1,0.237114827021768,0.7781235210858707,0.0,0.0,124,1,51.16,3,3,0,12,,False
RS_RS05265,ribonuclease III,CONFIDENT_ESSENTIAL,essential,3,E_cons_core|E_geometry|E_dnds,1,0.8538065767540868,0.10697518111758601,0.7027027027027027,0.0,257,1,51.74,3,3,31,12,0.03778800225108234,True
RS_RS05270,GTPase Era,CONFIDENT_ESSENTIAL,essential,4,E_cons_core|E_geometry|E_ortho|E_dnds,1,0.9525722436479706,0.027086419881273822,1.0,0.0,316,1,52.59,3,3,45,0,0.0414616806723935,True
RS_RS05275,DNA repair protein RecO,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|E_dnds|P_rogue,0,0.1956405684504703,0.7923751355903265,0.0,0.0,273,1,53.5,3,3,0,37,0.05885415943093042,True
RS_RS05280,pyridoxine 5'-phosphate synthase,CONFIDENT_ESSENTIAL,essential,3,E_cons_core|E_geometry|E_dnds,1,0.9059872744730496,0.04875078082858927,0.8205128205128205,0.0,264,1,54.3,3,3,37,8,0.022865246712872836,True
RS_RS05285,holo-ACP synthase,CONFIDENT_ESSENTIAL,essential,3,E_cons_core|E_geometry|E_dnds,1,0.8627036560492869,0.08559305120775783,0.6818181818181818,0.0,148,1,54.91,3,3,21,7,0.08952074123478652,True
RS_RS05290,beta-N-acetylhexosaminidase,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.3075018613388328,0.6549916982594642,0.1612903225806451,0.0,351,1,55.66,3,3,5,31,0.10894334239383362,True
RS_RS05295,elongation factor P,UNRESOLVED,unknown,0,E_cons_core,1,0.9376924115149984,0.059022836033987426,0.8717948717948718,0.0,187,0,56.58,3,3,45,9,0.13639273507268357,False
RS_RS05300,elongation factor P maturation arginine rhamnosyltransferase EarP,CONFIDENT_ESSENTIAL,essential,2,E_cons_core|E_ortho,1,0.9484202660024684,0.02690082775241274,1.0,0.0,397,0,57.58,3,3,23,0,0.22494759818726126,True
RS_RS05305,excinuclease ABC subunit UvrC,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|E_dnds|P_rogue,0,0.1160380488201553,0.8842891622000669,0.0,0.0,670,1,59.26,3,3,0,47,0.08886695763259574,True
RS_RS05310,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.9563321198659288,0.025394817666151495,0.9714285714285714,0.0,192,1,60.62,3,3,43,1,0.13561172683203906,True
RS_RS05330,response regulator transcription factor,CONFIDENT_ESSENTIAL,essential,3,E_cons_core|E_geometry|E_dnds|F_core_redundant,1,0.9160639737580668,0.05802148637208075,0.7948717948717948,17.0,238,1,62.56,3,3,516,159,0.047998601917186905,True
RS_RS05335,FecR family protein,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.1334699762245879,0.84974435551849,0.0,0.0,569,1,63.75,3,3,0,7,0.20197344626506897,True
RS_RS05340,CHASE2 domain-containing protein,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.0987577396647141,0.8889183497553522,0.0,0.0,785,1,65.75,3,3,0,11,0.24095855271797653,True
RS_RS05345,response regulator transcription factor,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2106909552378098,0.809436981912217,0.0,0.0,242,1,67.71,3,3,0,3,,True
RS_RS05350,GlsB/YeaQ/YmgE family stress response membrane protein,UNRESOLVED,unknown,0,E_geometry,0,0.4873380319398178,0.4486555414643035,0.2307692307692307,0.0,83,1,68.23,3,3,13,27,0.22224369047631368,False
RS_RS05355,FadR/GntR family transcriptional regulator,UNRESOLVED,unknown,0,E_cons_core|F_core_redundant,1,0.7701794859497896,0.15138988841490775,0.5555555555555556,5.0,256,0,69.13,3,3,290,149,0.1666145162619472,True
RS_RS05360,glucarate dehydratase,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.1590854789996035,0.8291616708131434,0.0,0.0,451,1,70.3,3,3,2,22,0.10507911492127721,False
RS_RS05365,MFS transporter,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_redundancy|E_dnds,0,0.2424013730798529,0.7498649065072968,0.0857142857142857,11.0,433,1,71.7,3,3,85,296,0.09566527713820339,True
RS_RS05370,TIM-barrel domain-containing protein,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.0987365459928271,0.9066254319562989,0.0,0.0,804,1,73.57,3,3,0,14,0.1738715744423963,True
RS_RS05375,porin,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho,0,0.1761514950989195,0.8369998748711677,0.0,1.0,395,1,75.41,3,3,0,12,0.22676520969896075,True
RS_RS05380,aldose 1-epimerase,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.2112333027281248,0.7247284910632953,0.0294117647058823,2.0,324,1,76.54,3,3,1,58,0.20986870245316178,True
RS_RS05385,porin,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho,0,0.1883498758555206,0.8080082221220247,0.0,1.0,365,0,77.66,3,3,0,14,0.11967358992197556,True
RS_RS05390,maleylacetoacetate isomerase,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.3499105643452371,0.5856596918747913,0.1363636363636363,1.0,214,0,78.7,3,3,5,28,0.2215152543779875,True
RS_RS05395,fumarylacetoacetate hydrolase family protein,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.3360720453161562,0.6310448479865699,0.125,2.0,233,0,79.37,3,3,23,94,0.13573078936176,True
RS_RS05400,gentisate 1%2C2-dioxygenase,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.191640081618387,0.8041223741572043,0.0,0.0,349,0,80.37,3,3,0,7,0.29534077530312053,True
RS_RS05405,non-heme iron oxygenase ferredoxin subunit,UNRESOLVED,unknown,0,,0,0.7540450006010421,0.21064600210916967,0.48,1.0,104,0,81.06,3,3,34,23,0.13675042963143524,False
RS_RS05410,aromatic-ring-hydroxylating dioxygenase subunit beta,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.249388975793382,0.8148386098970105,0.0,0.0,158,0,81.46,3,3,1,6,0.10455799487267409,False
RS_RS05415,aromatic ring-hydroxylating dioxygenase subunit alpha,CONFIDENT_NONESSENTIAL,non-essential,1,N_score|E_dnds,0,0.2089193526350269,0.834213024972068,0.0384615384615384,2.0,419,0,82.32,3,3,6,66,0.07732025809040503,True
RS_RS05420,2Fe-2S iron-sulfur cluster-binding protein,UNRESOLVED,unknown,0,,1,0.4995698755876699,0.4491543186548852,0.3103448275862069,1.0,329,0,83.49,3,3,28,57,0.1948402784774364,False
RS_RS05425,LysR family transcriptional regulator,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_redundancy|E_dnds,0,0.3294662479855778,0.6700714877027766,0.1379310344827586,6.0,301,1,84.56,3,3,32,143,0.05117878205140447,True
RS_RS05430,MFS transporter,CONDITIONAL_SUSPECT,unknown,0,N_score|N_redundancy|N_long_lagging|P_conditional,0,0.255028864616808,0.7367861973807648,0.09375,11.0,455,0,85.77,3,3,123,264,,True
RS_RS05435,LysR family transcriptional regulator,CONFIDENT_ESSENTIAL,essential,3,E_cons_core|E_geometry|E_dnds|F_core_redundant,1,0.8666022111840391,0.08583237000686338,0.6097560975609756,57.0,300,1,87.25,3,3,1595,667,0.06496308431252618,True
RS_RS05440,AEC family transporter,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.2554329830354395,0.6934212158507563,0.0769230769230769,0.0,311,1,88.3,3,3,10,70,0.16320064074482085,True
RS_RS05445,pyridoxal phosphate-dependent aminotransferase,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_redundancy,0,0.3520138221201315,0.6070742697243902,0.1951219512195122,7.0,404,1,89.43,3,3,41,177,2.648912778471004,True
RS_RS05450,helix-turn-helix domain-containing protein,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2517466409531252,0.7243692900318681,0.0,0.0,114,1,90.28,3,3,0,3,0.15335271657146873,True
RS_RS05455,GlxA family transcriptional regulator,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.2650087593469588,0.7570851084479286,0.0857142857142857,2.0,361,0,91.01,3,3,28,139,,True
RS_RS05465,sarcosine oxidase subunit beta family protein,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_redundancy,1,0.4267335585328549,0.5577259295258733,0.2631578947368421,8.0,415,1,93.02,3,3,123,244,,False
RS_RS05475,sarcosine oxidase subunit alpha family protein,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_pangenome_strong|N_ortho,0,0.0790974980880621,0.9437960997647115,0.0,1.0,1004,1,95.47,0,3,0,14,,False
RS_RS05480,sarcosine oxidase subunit gamma,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_pangenome_strong,0,0.2880081942870635,0.6921154981983924,0.0714285714285714,0.0,211,1,97.28,0,3,1,13,,False
RS_RS05490,formyltetrahydrofolate deformylase,UNRESOLVED,unknown,0,,0,0.4334715682268026,0.6194395283696029,0.2222222222222222,2.0,291,0,98.79,3,3,16,43,,True
RS_RS05515,LysR family transcriptional regulator,CONFIDENT_ESSENTIAL,essential,2,E_cons_core|E_dnds|F_core_redundant,1,0.8744312867654237,0.09440352585581555,0.6097560975609756,57.0,307,0,101.94,3,3,1595,667,0.09222745265808414,True
RS_RS05520,YeiH family protein,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.2461239235103803,0.6933113333203883,0.08,0.0,367,1,103.04,3,3,2,34,0.2872538492227863,False
RS_RS05530,DUF899 domain-containing protein,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2228563513720572,0.8031134390708948,0.0,0.0,245,1,104.51,3,3,0,18,0.14305262242054823,True
RS_RS05545,ferredoxin FdxA,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_ortho,1,0.9706980133272298,0.023171567404163155,1.0,0.0,109,0,105.39,3,3,30,0,0.10772742322968147,True
RS_RS05550,single-stranded-DNA-specific exonuclease RecJ,CONDITIONAL_SUSPECT,unknown,0,N_score|N_long_lagging|E_dnds|P_conditional,0,0.3657509904295671,0.6048409385135088,0.2631578947368421,0.0,566,0,106.57,3,3,10,34,0.0627448057835209,True
RS_RS05555,hypothetical protein,UNRESOLVED,unknown,0,E_cons_core,1,0.6952153314237477,0.2104297404704442,0.5,0.0,360,0,107.96,3,3,5,3,0.1824065804924132,False
RS_RS05560,lipoprotein-releasing ABC transporter permease subunit,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.9337250683158634,0.04584838685404138,0.926829268292683,1.0,417,1,109.19,3,3,107,7,0.1422349658235393,False
RS_RS05565,lipoprotein-releasing ABC transporter ATP-binding protein LolD,CONFIDENT_ESSENTIAL,essential,3,E_cons_core|E_geometry|E_dnds|F_core_redundant,1,0.95152173518894,0.022670898005458226,0.926829268292683,10.0,245,1,110.18,3,3,535,11,0.0627678908062689,True
RS_RS05570,TatD family hydrolase,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score|E_dnds,0,0.2154185272723451,0.7582781960014495,0.0,1.0,272,1,110.98,3,3,3,96,0.09976433759068787,True
RS_RS05575,DNA internalization-related competence protein ComEC/Rec2,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.0987322600566762,0.8964434657600656,0.0,0.0,848,1,112.67,3,3,0,39,,True
RS_RS05580,circularly permuted type 2 ATP-grasp protein,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|E_dnds|P_rogue,0,0.1639418777638619,0.8512383451155456,0.0,0.0,494,1,114.79,3,3,0,36,0.07140052784168473,True
RS_RS05585,alpha-E domain-containing protein,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2072913011620335,0.816232941018019,0.0,0.0,317,1,116.07,3,3,0,38,0.11744663728121339,True
RS_RS05590,transglutaminase family protein,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.2419324524403202,0.7060748764018991,0.037037037037037,0.0,279,1,117.02,3,3,1,51,0.25103507873996567,True
RS_RS05595,hypothetical protein,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2089233675341033,0.7866133458626394,0.0,0.0,305,1,117.98,3,3,0,19,0.15651654040623025,True
RS_RS05600,alpha/beta fold hydrolase,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2172186997505167,0.7739223232754625,0.0,0.0,274,1,118.87,3,3,0,19,0.23663192689091225,True
RS_RS05605,CTP synthase,CONFIDENT_ESSENTIAL,essential,3,E_cons_core|E_ortho|E_dnds,1,0.9409702756428484,0.04086092334306844,1.0,0.0,555,1,120.2,3,3,47,0,0.09277211329830594,True
RS_RS05610,3-deoxy-8-phosphooctulonate synthase,CONFIDENT_ESSENTIAL,essential,3,E_cons_core|E_geometry|E_dnds,1,0.9447778108881278,0.035263890694362435,0.9210526315789472,0.0,285,1,121.48,3,3,42,4,0.09468241312188108,True
RS_RS05615,DUF1330 domain-containing protein,UNRESOLVED,unknown,0,E_geometry,0,0.4796988613827106,0.5312096547600302,0.2,0.0,97,1,122.12,3,3,12,17,0.2261980837015235,False
RS_RS05620,phosphopyruvate hydratase,UNRESOLVED,unknown,0,E_cons_core,1,0.9191662817473716,0.060245977291617736,0.8780487804878049,0.0,428,1,122.95,3,3,42,6,0.15172624724331016,True
RS_RS05625,cell division protein FtsB,CONFIDENT_ESSENTIAL,essential,4,E_score|E_cons_core|E_geometry|E_dnds,1,0.9697811229711806,0.016956199023096825,1.0,0.0,112,1,123.85,3,3,26,1,0.07120458481301192,True
RS_RS05630,hypothetical protein,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.266666080894872,0.7125691974735947,0.0,0.0,133,0,124.28,3,3,0,3,,True
RS_RS05635,Hsp33 family molecular chaperone HslO,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.3397380994388171,0.665728072002875,0.1470588235294117,0.0,339,0,125.11,3,3,5,34,0.20928486984440833,True
RS_RS05640,gamma carbonic anhydrase family protein,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.3256429510592061,0.681000635706934,0.075,0.0,176,0,125.88,3,3,14,59,0.12574169581063838,False
RS_RS05645,ferritin-like domain-containing protein,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2165153100494387,0.7372542741845589,0.0,0.0,277,1,126.68,3,3,0,15,0.15755729293483686,True
RS_RS05650,alpha/beta fold hydrolase,UNRESOLVED,unknown,0,E_geometry|N_redundancy,0,0.6492979295409781,0.2803780628568567,0.4054054054054054,13.0,308,1,127.63,3,3,280,343,,False
RS_RS05655,thiol-disulfide oxidoreductase DCC family protein,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,1,0.2704114275584074,0.7255241188749587,0.0,0.0,130,0,128.3,3,3,0,12,0.20630614926951663,False
RS_RS05660,DUF4166 domain-containing protein,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2531483231358178,0.7196161405563085,0.0,0.0,181,0,128.76,3,3,0,5,0.13713842786088712,True
RS_RS05665,saccharopine dehydrogenase NADP-binding domain-containing protein,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.1994695509442889,0.7821490835655178,0.0,0.0,376,0,129.59,3,3,0,11,0.19670187303236103,True
RS_RS05670,NAD(P)/FAD-dependent oxidoreductase,UNRESOLVED,unknown,0,E_cons_core,0,0.893183980327486,0.06541530892180089,0.7777777777777778,0.0,360,0,130.7,3,3,7,7,0.16164882126408728,False
RS_RS05675,3'%2C5'-nucleoside bisphosphate phosphatase,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|E_dnds|P_rogue,0,0.2158343008304585,0.7421284760846866,0.0,0.0,287,1,131.83,3,3,0,33,0.0795906895326816,True
RS_RS05680,L-threonylcarbamoyladenylate synthase,UNRESOLVED,unknown,0,E_cons_core|E_geometry,0,0.9052527633413734,0.04702948486584824,0.7647058823529411,0.0,208,1,132.6,3,3,50,15,0.2063887451326931,True
RS_RS05685,site-2 protease family protein,UNRESOLVED,unknown,0,E_geometry,0,0.4554207879923366,0.50674438839234,0.2222222222222222,0.0,226,1,133.31,3,3,2,12,0.2392321141437901,False
RS_RS05690,tryptophan--tRNA ligase,CONFIDENT_ESSENTIAL,essential,3,E_cons_core|E_geometry|E_dnds,1,0.9198652024381474,0.05604830753350806,0.8666666666666667,0.0,401,1,134.26,3,3,33,9,0.06694776208941718,True
RS_RS05695,class I SAM-dependent methyltransferase,UNRESOLVED,unknown,0,E_geometry,0,0.5532627193002223,0.35039285018437133,0.3,0.0,191,1,135.17,3,3,3,11,,False
RS_RS05700,4-hydroxy-tetrahydrodipicolinate synthase,UNRESOLVED,unknown,0,E_cons_core|E_geometry,0,0.9200941626873632,0.05544631465421791,0.8292682926829268,0.0,295,1,136.01,3,3,38,9,0.11908902833609988,True
RS_RS05705,outer membrane protein assembly factor BamC,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score|E_dnds,1,0.3274693797828851,0.6663382556726776,0.16,0.0,399,1,137.09,3,3,7,25,0.055913986707764575,True
RS_RS05710,MBL fold metallo-hydrolase,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.2785495309735099,0.7282318496304716,0.0588235294117647,0.0,262,1,138.12,3,3,2,20,0.14462350350225806,False
RS_RS05720,cupin domain-containing protein,CONFIDENT_NONESSENTIAL,non-essential,1,N_score|E_dnds,1,0.368736343019349,0.6557099454712078,0.1923076923076923,0.0,410,0,139.75,3,3,7,28,0.09878752263302455,True
RS_RS05725,FKBP-type peptidyl-prolyl cis-trans isomerase,UNRESOLVED,unknown,0,E_geometry,1,0.6191653066379147,0.3885152735867418,0.3428571428571428,1.0,175,1,140.64,3,3,32,49,0.13999666579645334,False
RS_RS05730,hypothetical protein,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2099593233448753,0.7870052467218696,0.0,0.0,355,0,141.49,3,3,0,5,0.25577081531301,True
RS_RS05735,DNA mismatch repair protein MutS,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_rogue|P_conditional,0,0.1048249923340313,0.9165352221831063,0.0,0.0,883,0,143.35,3,3,0,45,,True
RS_RS05740,LysR substrate-binding domain-containing protein,UNRESOLVED,unknown,0,E_cons_core|F_core_redundant,1,0.8849817775475858,0.08433102578154579,0.6097560975609756,57.0,298,0,145.21,3,3,1595,667,0.1387828058486921,True
RS_RS05745,MFS transporter,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_redundancy,0,0.3351982569546178,0.6195383796927564,0.1463414634146341,10.0,401,1,146.38,3,3,87,364,0.1936269485856271,True
RS_RS05750,2%2C5-didehydrogluconate reductase DkgB,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.2774127068464425,0.7060792336228702,0.0526315789473684,3.0,272,1,147.42,3,3,25,224,0.29664794701975894,True
RS_RS05755,methyl-accepting chemotaxis protein,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho,0,0.1478404700604237,0.8625441283016015,0.0,2.0,624,1,148.89,3,3,0,77,,True
RS_RS05760,methyl-accepting chemotaxis protein,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_redundancy,1,0.2322151678019201,0.7617162507183884,0.1034482758620689,8.0,601,1,150.81,3,3,60,230,,True
RS_RS05765,MOSC domain-containing protein,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.2440772251859485,0.7343112710807297,0.0,0.0,242,0,152.08,3,3,1,16,0.23406422471951266,False
RS_RS05770,glutamine amidotransferase,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.3082658939311478,0.6364174579395032,0.0714285714285714,1.0,243,0,152.8,3,3,6,34,,True
RS_RS05775,helix-turn-helix domain-containing protein,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,1,0.3676597774720526,0.5539233062096328,0.1142857142857142,3.0,183,1,153.53,3,3,25,102,0.1858965061236118,True
RS_RS05780,inositol monophosphatase family protein,UNRESOLVED,unknown,0,E_cons_core,1,0.9084854303085172,0.07219970116959863,0.7692307692307693,0.0,271,0,154.26,3,3,34,12,0.10239247961258631,False
RS_RS05785,RNA methyltransferase,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2250582585637628,0.7527647428200723,0.0,0.0,288,1,155.21,3,3,0,50,0.15093278593565979,True
RS_RS05790,serine O-acetyltransferase,UNRESOLVED,unknown,0,E_geometry|E_dnds,1,0.5345998734440812,0.4086273273946129,0.2916666666666667,0.0,249,1,156.15,3,3,10,19,0.09384391925479586,False
RS_RS05795,UDP-2%2C3-diacylglucosamine diphosphatase,UNRESOLVED,unknown,0,E_cons_core,1,0.936089881355005,0.035576183992488686,0.8571428571428571,1.0,269,0,156.95,3,3,60,5,0.15234318847285808,True
RS_RS05800,peptidylprolyl isomerase,UNRESOLVED,unknown,0,,1,0.5871121283114105,0.45738874319233547,0.2926829268292683,1.0,169,0,157.6,3,3,32,68,0.11939586367647782,False
RS_RS05805,peptidylprolyl isomerase,UNRESOLVED,unknown,0,,1,0.5800466309012385,0.4810252903873019,0.2926829268292683,1.0,191,0,158.18,3,3,32,68,0.21002053358401845,False
RS_RS05810,tetratricopeptide repeat protein,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2533065545442262,0.7262072110911716,0.0,0.0,220,0,158.85,3,3,0,3,0.30817024973528434,True
RS_RS05815,cysteine--tRNA ligase,UNRESOLVED,unknown,0,E_cons_core,1,0.93437613167334,0.04288713607144441,0.926829268292683,0.0,466,1,160.12,3,3,45,4,0.1337038113168663,False
RS_RS05820,DNA-3-methyladenine glycosylase family protein,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,1,0.2272079614559674,0.7665288805791594,0.0,0.0,292,1,161.24,3,3,2,2,,False
RS_RS05825,acetyl-CoA carboxylase carboxyltransferase subunit alpha,CONFIDENT_ESSENTIAL,essential,4,E_cons_core|E_geometry|E_ortho|E_dnds,1,0.961636516203174,0.025491441418441962,1.0,0.0,323,1,162.25,3,3,38,0,0.06894761798335063,True
RS_RS05830,tRNA lysidine(34) synthetase TilS,CONFIDENT_ESSENTIAL,essential,2,E_cons_core|E_ortho,1,0.9508199339077208,0.019806264837230553,1.0,0.0,463,1,163.44,3,3,39,0,0.2751179274195788,True
RS_RS05835,aspartate kinase,UNRESOLVED,unknown,0,E_geometry|E_dnds,1,0.6872070864406532,0.3069306239613853,0.4871794871794871,0.0,417,1,164.88,3,3,28,21,0.0644446697419065,False
RS_RS05845,enoyl-ACP reductase FabI,UNRESOLVED,unknown,0,E_cons_core,1,0.9495551737386876,0.039444383666895316,0.9032258064516128,0.0,265,0,166.31,3,3,41,6,,True
RS_RS05850,extracellular solute-binding protein,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_redundancy,0,0.2171381690038269,0.8117379618436145,0.088235294117647,5.0,626,1,167.91,3,3,22,290,0.1477372952694195,True
RS_RS05855,microcin C ABC transporter permease YejB,UNRESOLVED,unknown,0,E_geometry|E_dnds,0,0.4585324081791411,0.5757353052352463,0.2424242424242424,3.0,352,1,169.4,3,3,55,129,0.0813033619229186,True
RS_RS05860,ABC transporter permease,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.3483458339503284,0.6915674932737192,0.1538461538461538,0.0,375,1,170.49,3,3,6,38,0.11349946290662308,True
