locus_tag,true_essential,has_catalysis_rules,n_rules,ae_pred_lenient,ae_pred_strict,evidence,ae_pred_lenient_filled,ae_pred_strict_filled
JCVISYN3A_0732,0,False,0,,,no_rules,0,0
JCVISYN3A_0733,1,True,6,1.0,1.0,"essential_pairs:['CC', 'CH', 'CO', 'HH', 'HO']",1,1
JCVISYN3A_0747,1,True,10,1.0,1.0,"essential_pairs:['CC', 'CH', 'CO', 'HH', 'HN', 'HO']",1,1
JCVISYN3A_0771,1,True,4,1.0,1.0,"essential_pairs:['CC', 'CH', 'CO', 'HH', 'HN', 'HO']",1,1
JCVISYN3A_0772,1,True,4,1.0,1.0,"essential_pairs:['CC', 'CH', 'CO', 'HH', 'HN', 'HO']",1,1
JCVISYN3A_0773,1,True,4,1.0,1.0,"essential_pairs:['CC', 'CH', 'CO', 'HH', 'HN', 'HO']",1,1
JCVISYN3A_0774,1,False,0,,,no_rules,0,0
JCVISYN3A_0775,1,False,0,,,no_rules,0,0
JCVISYN3A_0776,1,False,0,,,no_rules,0,0
JCVISYN3A_0777,1,False,0,,,no_rules,0,0
JCVISYN3A_0778,1,False,0,,,no_rules,0,0
JCVISYN3A_0779,1,True,1,1.0,1.0,"essential_pairs:['CC', 'CH', 'CO', 'HH', 'HO']",1,1
JCVISYN3A_0787,1,True,1,1.0,1.0,"essential_pairs:['CC', 'CH', 'CO', 'HH', 'HN', 'HO']",1,1
JCVISYN3A_0789,1,True,2,1.0,1.0,"essential_pairs:['CC', 'CH', 'CO', 'HH', 'HN', 'HO']",1,1
JCVISYN3A_0790,1,True,2,1.0,1.0,"essential_pairs:['CC', 'CH', 'CO', 'HH', 'HN', 'HO']",1,1
JCVISYN3A_0791,1,True,2,1.0,1.0,"essential_pairs:['CC', 'CH', 'CO', 'HH', 'HN', 'HO']",1,1
JCVISYN3A_0792,1,True,2,1.0,1.0,"essential_pairs:['CC', 'CH', 'CO', 'HH', 'HN', 'HO']",1,1
JCVISYN3A_0793,1,True,2,1.0,1.0,"essential_pairs:['CC', 'CH', 'CO', 'HH', 'HN', 'HO']",1,1
JCVISYN3A_0794,1,True,2,1.0,1.0,"essential_pairs:['CC', 'CH', 'CO', 'HH', 'HN', 'HO']",1,1
JCVISYN3A_0795,1,True,2,1.0,1.0,"essential_pairs:['CC', 'CH', 'CO', 'HH', 'HN', 'HO']",1,1
JCVISYN3A_0796,1,True,2,1.0,1.0,"essential_pairs:['CC', 'CH', 'CO', 'HH', 'HN', 'HO']",1,1
JCVISYN3A_0797,1,False,0,,,no_rules,0,0
JCVISYN3A_0798,1,True,2,1.0,1.0,"essential_pairs:['CC', 'CH', 'CO', 'HH', 'HN', 'HO']",1,1
JCVISYN3A_0799,1,True,2,1.0,1.0,"essential_pairs:['CC', 'CH', 'CO', 'HH', 'HN', 'HO']",1,1
JCVISYN3A_0800,1,True,2,1.0,1.0,"essential_pairs:['CC', 'CH', 'CO', 'HH', 'HO']",1,1
JCVISYN3A_0803,1,False,0,,,no_rules,0,0
JCVISYN3A_0804,1,False,0,,,no_rules,0,0
JCVISYN3A_0805,1,False,0,,,no_rules,0,0
JCVISYN3A_0806,1,False,0,,,no_rules,0,0
JCVISYN3A_0807,1,False,0,,,no_rules,0,0
JCVISYN3A_0809,1,False,0,,,no_rules,0,0
JCVISYN3A_0810,1,False,0,,,no_rules,0,0
JCVISYN3A_0813,1,True,2,1.0,1.0,"essential_pairs:['CC', 'CH', 'CO', 'HH', 'HN', 'HO']",1,1
JCVISYN3A_0814,1,True,2,1.0,1.0,"essential_pairs:['CC', 'CH', 'CO', 'HH', 'HN', 'HO']",1,1
JCVISYN3A_0817,1,False,0,,,no_rules,0,0
JCVISYN3A_0818,1,False,0,,,no_rules,0,0
JCVISYN3A_0819,1,True,2,1.0,1.0,"essential_pairs:['CC', 'CH', 'CO', 'HH', 'HN', 'HO']",1,1
JCVISYN3A_0820,1,False,0,,,no_rules,0,0
JCVISYN3A_0821,0,False,0,,,no_rules,0,0
JCVISYN3A_0822,1,True,1,1.0,1.0,"essential_pairs:['CC', 'CH', 'CO', 'HH', 'HN', 'HO']",1,1
JCVISYN3A_0823,1,True,1,1.0,1.0,"essential_pairs:['CC', 'CH', 'CO', 'HH', 'HN', 'HO']",1,1
JCVISYN3A_0824,1,False,0,,,no_rules,0,0
JCVISYN3A_0825,1,False,0,,,no_rules,0,0
JCVISYN3A_0826,1,False,0,,,no_rules,0,0
JCVISYN3A_0827,1,False,0,,,no_rules,0,0
JCVISYN3A_0830,0,False,0,,,no_rules,0,0
JCVISYN3A_0831,1,True,2,1.0,1.0,"essential_pairs:['CC', 'CH', 'CO', 'HH', 'HN', 'HO']",1,1
JCVISYN3A_0832,1,False,0,,,no_rules,0,0
JCVISYN3A_0833,1,False,0,,,no_rules,0,0
JCVISYN3A_0834,1,False,0,,,no_rules,0,0
JCVISYN3A_0835,1,False,0,,,no_rules,0,0
JCVISYN3A_0836,1,True,1,1.0,1.0,"essential_pairs:['CC', 'CH', 'CO', 'HH', 'HN', 'HO']",1,1
JCVISYN3A_0837,1,False,0,,,no_rules,0,0
JCVISYN3A_0838,0,False,0,,,no_rules,0,0
JCVISYN3A_0839,1,False,0,,,no_rules,0,0
JCVISYN3A_0840,1,False,0,,,no_rules,0,0
JCVISYN3A_0851,0,False,0,,,no_rules,0,0
JCVISYN3A_0852,0,False,0,,,no_rules,0,0
JCVISYN3A_0853,0,False,0,,,no_rules,0,0
JCVISYN3A_0859,1,False,0,,,no_rules,0,0
JCVISYN3A_0870,1,False,0,,,no_rules,0,0
JCVISYN3A_0872,1,False,0,,,no_rules,0,0
JCVISYN3A_0873,1,False,0,,,no_rules,0,0
JCVISYN3A_0874,0,False,0,,,no_rules,0,0
JCVISYN3A_0875,1,True,1,1.0,1.0,"essential_pairs:['CC', 'CH', 'CO', 'HH', 'HN', 'HO']",1,1
JCVISYN3A_0876,0,True,18,1.0,1.0,"essential_pairs:['CC', 'CH', 'CO', 'HH', 'HN', 'HO']",1,1
JCVISYN3A_0877,1,True,1,1.0,1.0,"essential_pairs:['CC', 'CH', 'CO', 'HH', 'HN', 'HO']",1,1
JCVISYN3A_0878,1,True,18,1.0,1.0,"essential_pairs:['CC', 'CH', 'CO', 'HH', 'HN', 'HO']",1,1
JCVISYN3A_0879,1,True,1,1.0,1.0,"essential_pairs:['CC', 'CH', 'CO', 'HH', 'HN', 'HO']",1,1
JCVISYN3A_0881,1,False,0,,,no_rules,0,0
JCVISYN3A_0885,1,False,0,,,no_rules,0,0
JCVISYN3A_0886,1,True,2,1.0,1.0,"essential_pairs:['CC', 'CH', 'CO', 'HH', 'HN', 'HO']",1,1
JCVISYN3A_0887,1,False,0,,,no_rules,0,0
JCVISYN3A_0906,1,False,0,,,no_rules,0,0
JCVISYN3A_0907,1,False,0,,,no_rules,0,0
JCVISYN3A_0908,1,False,0,,,no_rules,0,0
JCVISYN3A_0909,1,False,0,,,no_rules,0,0
JCVISYN3A_0910,1,False,0,,,no_rules,0,0
JCVISYN3A_0913,0,False,0,,,no_rules,0,0
JCVISYN3A_0918,0,False,0,,,no_rules,0,0
JCVISYN3A_0930,0,False,0,,,no_rules,0,0
JCVISYN3A_0931,0,False,0,,,no_rules,0,0
JCVISYN3A_0932,1,False,0,,,no_rules,0,0
