locus_tag,gene_name,true_essential,v15_call,v15_conf,failure_mode,n_total_rules,n_patched_rules,patched_fraction,patched_rule_names,sensitivity_label
JCVISYN3A_0931,met14p,0,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0592,,1,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0593,,0,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0599,,0,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0600,rnjA,1,1,0.9,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0604,,0,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0601,,0,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0605,,0,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0606,pgk,1,1,1.0,catalysis_silenced,8,0,0.0,,no_patched_dependency
JCVISYN3A_0607,gapDH,1,1,1.0,catalysis_silenced,2,0,0.0,,no_patched_dependency
JCVISYN3A_0608,dnaI,1,1,0.8,dna_replication_blocked,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0609,dnaB,1,1,0.8,dna_replication_blocked,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0610,mutM,0,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0611,polA,1,1,0.8,dna_replication_blocked,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0612,dnaE,1,1,0.8,dna_replication_blocked,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0613,tyrRS,1,1,0.8,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0614,pncB,1,1,0.8,essential_metabolite_depletion,1,0,0.0,,no_patched_dependency
JCVISYN3A_0615,,1,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0616,fakB,1,1,0.9,translation_stall,4,2,0.5,catalysis:FAt|catalysis:FAt:rev,partially_patched
JCVISYN3A_0617,fakB,1,1,0.9,translation_stall,2,0,0.0,,no_patched_dependency
JCVISYN3A_0620,,0,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0621,acpA,1,1,0.8,membrane_integrity,2,0,0.0,,no_patched_dependency
JCVISYN3A_0622,,0,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0623,,0,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0634,leuRS,1,1,0.8,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0636,,1,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0638,rplM,1,1,0.9,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0637,rpsI,1,1,0.9,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0639,,1,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0640,truA,1,1,0.8,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0641,ecfT,1,1,0.9,translation_stall,5,0,0.0,,no_patched_dependency
JCVISYN3A_0642,ecfA,1,1,0.9,translation_stall,5,0,0.0,,no_patched_dependency
JCVISYN3A_0643,ecfA,1,1,0.9,translation_stall,5,0,0.0,,no_patched_dependency
JCVISYN3A_0644,rplQ,1,1,0.9,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0645,rpoA,1,1,0.9,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0646,rpsK,1,1,0.9,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0647,rpsM,1,1,0.9,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0648,rpmJ,1,1,0.9,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0649,infA,1,1,0.8,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0651,adk,1,1,1.0,catalysis_silenced,4,0,0.0,,no_patched_dependency
JCVISYN3A_0650,map,1,1,0.8,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0652,secY,1,1,0.9,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0653,rplO,1,1,0.9,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0654,rpsE,1,1,0.9,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0655,rplR,1,1,0.9,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0656,rplF,1,1,0.9,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0657,rpsH,1,1,0.9,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0658,rpsN,1,1,0.9,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0660,rplX,1,1,0.9,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0659,rplE,1,1,0.9,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0661,rplN,1,1,0.9,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0662,rpsQ,1,1,0.9,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0663,rpmC,1,1,0.9,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0664,rplP,1,1,0.9,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0665,rpsC,1,1,0.9,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0666,rplV,1,1,0.9,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0667,rpsS,1,1,0.9,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0668,rplB,1,1,0.9,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0669,rplW,1,1,0.9,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0670,rplD,1,1,0.9,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0671,rplC,1,1,0.9,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0672,rpsJ,1,1,0.9,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0684,folD,1,1,1.0,catalysis_silenced,4,0,0.0,,no_patched_dependency
JCVISYN3A_0685,natA,1,1,0.9,translation_stall,1,0,0.0,,no_patched_dependency
JCVISYN3A_0686,trkA,1,1,0.9,translation_stall,1,0,0.0,,no_patched_dependency
JCVISYN3A_0687,gatB,1,1,0.8,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0688,gatA,1,1,0.8,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0689,gatC,1,1,0.8,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0690,ligA,1,1,0.8,dna_replication_blocked,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0691,,1,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0692,,0,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0693,,1,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0694,ptsH,1,1,0.8,essential_metabolite_depletion,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0695,pcrA,1,1,0.8,dna_replication_blocked,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0696,,1,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0697,,1,0,0.0,none,1,0,0.0,,no_patched_dependency
JCVISYN3A_0706,thiB,1,1,0.9,translation_stall,1,0,0.0,,no_patched_dependency
JCVISYN3A_0707,thiQ,1,1,0.9,translation_stall,1,0,0.0,,no_patched_dependency
JCVISYN3A_0708,thiB,1,1,0.9,translation_stall,1,0,0.0,,no_patched_dependency
JCVISYN3A_0710,,1,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0726,nagB,0,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0727,tpiA,1,1,1.0,catalysis_silenced,2,0,0.0,,no_patched_dependency
JCVISYN3A_0728,,0,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0729,pgm,1,1,1.0,catalysis_silenced,2,0,0.0,,no_patched_dependency
JCVISYN3A_0730,,1,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0732,deoC,0,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0733,deoB,1,1,1.0,catalysis_silenced,6,0,0.0,,no_patched_dependency
JCVISYN3A_0747,punA,1,1,1.0,catalysis_silenced,10,0,0.0,,no_patched_dependency
JCVISYN3A_0771,nrdE,1,1,0.9,translation_stall,4,0,0.0,,no_patched_dependency
JCVISYN3A_0772,nrdI,1,1,0.9,translation_stall,4,0,0.0,,no_patched_dependency
JCVISYN3A_0773,nrdF,1,1,0.9,translation_stall,4,0,0.0,,no_patched_dependency
JCVISYN3A_0774,secG,1,1,0.9,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0775,rnr,1,1,0.8,transcription_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0776,smpB,1,1,0.8,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0777,,1,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0778,,1,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0779,ptsG,1,1,1.0,catalysis_silenced,1,1,1.0,catalysis:GLCpts,fully_patched
JCVISYN3A_0787,mgtA,1,1,1.0,catalysis_silenced,1,0,0.0,,no_patched_dependency
JCVISYN3A_0789,atpC,1,1,0.9,translation_stall,2,0,0.0,,no_patched_dependency
JCVISYN3A_0790,atpD,1,1,0.9,translation_stall,2,0,0.0,,no_patched_dependency
JCVISYN3A_0791,atpG,1,1,0.9,translation_stall,2,0,0.0,,no_patched_dependency
JCVISYN3A_0792,atpA,1,1,0.9,translation_stall,2,0,0.0,,no_patched_dependency
JCVISYN3A_0793,atpD,1,1,0.9,translation_stall,2,0,0.0,,no_patched_dependency
JCVISYN3A_0794,atpF,1,1,0.9,translation_stall,2,0,0.0,,no_patched_dependency
JCVISYN3A_0795,atpE,1,1,0.9,translation_stall,2,0,0.0,,no_patched_dependency
JCVISYN3A_0796,atpB,1,1,0.9,translation_stall,2,0,0.0,,no_patched_dependency
JCVISYN3A_0797,,1,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0798,upp,1,1,0.8,essential_metabolite_depletion,2,0,0.0,,no_patched_dependency
JCVISYN3A_0799,glyA,1,1,1.0,catalysis_silenced,2,0,0.0,,no_patched_dependency
JCVISYN3A_0800,rpiB,1,1,0.8,essential_metabolite_depletion,2,0,0.0,,no_patched_dependency
JCVISYN3A_0803,rpoC,1,1,0.9,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0804,rpoB,1,1,0.9,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0805,,1,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0806,rplG,1,1,0.9,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0807,rplJ,1,1,0.9,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0809,rplA,1,1,0.9,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0810,rplK,1,1,0.9,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0813,galE,1,1,1.0,catalysis_silenced,2,0,0.0,,no_patched_dependency
JCVISYN3A_0814,glf,1,1,1.0,catalysis_silenced,2,0,0.0,,no_patched_dependency
JCVISYN3A_0817,whiA,1,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0818,lgt,1,1,0.8,membrane_integrity,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0819,trx,1,1,0.8,essential_metabolite_depletion,2,0,0.0,,no_patched_dependency
JCVISYN3A_0820,lgt,1,1,0.8,membrane_integrity,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0821,hpr; ptsH,0,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0822,ecfS,1,1,0.9,translation_stall,1,0,0.0,,no_patched_dependency
JCVISYN3A_0823,folC,1,1,0.8,essential_metabolite_depletion,1,0,0.0,,no_patched_dependency
JCVISYN3A_0824,uvrA,1,1,0.8,dna_replication_blocked,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0825,uvrB,1,1,0.8,dna_replication_blocked,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0826,yqeN,1,1,0.8,dna_replication_blocked,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0827,,1,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0830,,0,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0831,prs,1,1,1.0,catalysis_silenced,2,0,0.0,,no_patched_dependency
JCVISYN3A_0832,pth,1,1,0.8,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0833,rplI,1,1,0.9,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0834,dnaC,1,1,0.8,dna_replication_blocked,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0835,,1,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0836,ecfS,1,1,0.9,translation_stall,1,0,0.0,,no_patched_dependency
JCVISYN3A_0837,cysRS,1,1,0.8,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0838,rlmB,0,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0932,rpmG,1,1,0.9,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0839,secE,1,1,0.9,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0840,nusG,1,1,0.8,transcription_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0852,,0,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0851,,0,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0853,,0,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0859,topA,1,1,0.8,dna_replication_blocked,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0870,,1,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0872,ychF,1,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0873,,1,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0874,rsmG,0,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0875,pgsA,1,1,0.8,membrane_integrity,1,0,0.0,,no_patched_dependency
JCVISYN3A_0876,,0,0,0.0,none,18,0,0.0,,no_patched_dependency
JCVISYN3A_0877,,1,1,0.9,translation_stall,1,0,0.0,,no_patched_dependency
JCVISYN3A_0878,,1,0,0.0,none,18,0,0.0,,no_patched_dependency
JCVISYN3A_0879,corA,1,1,1.0,catalysis_silenced,1,0,0.0,,no_patched_dependency
JCVISYN3A_0881,,1,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0885,mnmG; gidA,1,1,0.8,translation_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0886,gltP,1,1,1.0,catalysis_silenced,2,0,0.0,,no_patched_dependency
JCVISYN3A_0887,cdr,1,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0906,,1,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0907,,1,0,0.0,none,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0908,yidC,1,1,0.8,membrane_integrity,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0909,rnpA,1,1,0.8,transcription_stall,0,0,0.0,,no_catalysis_rules
JCVISYN3A_0910,rpmH,1,1,0.9,translation_stall,0,0,0.0,,no_catalysis_rules
