organism,locus_tag,gene_name,essential,source,source_url
spneT4,SP_2025,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2026,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2027,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2028,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2029,yajC,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2031,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2032,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2033,araD,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2034,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2035,ulaD,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2036,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2037,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2038,ulaA,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2039,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2040,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2042,rnpA,1,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2043,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2044,ackA,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2045,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2047,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2048,comGF,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2049,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2050,cglD,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2051,cglC,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2053,cglA,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2052,cglB,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2054,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2055,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2056,nagA,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2057,oaTA,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2059,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2061,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2062,marR,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2063,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2064,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2065,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2066,thrC,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2067,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2068,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2069,gltX,1,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2070,pgi,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2071,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2075,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2077,argR,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2078,argS,1,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2081,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2083,pnpS,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2084,pstS,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2085,pstC,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2086,pstA,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2088,phoU,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2090,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2091,gpsA,1,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2092,galU,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2093,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2094,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2095,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2096,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2097,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2098,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2099,pbp1B,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2100,,1,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2101,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2102,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2103,rrmA,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2104,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2105,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2106,malP,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2107,malM,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2108,malX,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2109,malC,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2110,malD,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2111,malA,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2112,malR,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2113,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2114,aspS,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2115,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2117,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2118,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2119,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2120,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2121,hisS,1,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2122,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2124,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2125,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2126,ilvD,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2128,tktA1,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2129,ulaA,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2131,bglG,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2132,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2133,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2134,rpmF,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2135,rpmG,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2139,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2140,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2141,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2142,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2143,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2144,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2145,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2146,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2147,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2148,arcA,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2150,arcB,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2151,arcC,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2152,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2153,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2156,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2157,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2158,fucI,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2159,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2160,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2161,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2162,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2163,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2164,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2165,fucU,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2166,fucA,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2167,fucK,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2168,fucR,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2170,AdcB,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2171,AdcC,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2172,AdcR,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2173,dltD,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2174,dltC,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2175,dltB,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2176,dltA,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2177,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2182,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2183,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2184,glpF,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2185,glpO,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2186,glpK,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2187,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2188,hslO,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2189,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2191,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2192,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2194,clpA,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2195,ctsR,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2196,ThiZ,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2197,ThiY,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2198,ThiX,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2199,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2200,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2201,cbpD,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2202,veg,1,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2203,dnaC,1,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2204,rplI,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2205,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2206,raiA,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2207,comFC,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2208,comFA,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2209,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2210,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2214,tsf,1,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2215,rpsB,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2216,pcsB,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2217,mreD,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2218,mreC,1,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2219,ecfT,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2220,cbiO2,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2221,cbiO1,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2222,pgsA,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2223,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2224,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2225,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2226,ybcJ,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2227,recF,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2228,guaB,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2229,trpS,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2230,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2231,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2233,,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
spneT4,SP_2236,comD,0,Zhu 2019 (via ShinyOmics),https://raw.githubusercontent.com/dsurujon/ShinyOmics/master/data/metadata/T4_metadata.csv
