locus_tag,product,tier,predicted_call,measured_essential,score_all_combined,conservation,n_paralogs,gene_len_aa,n_sisters,absent_all_sisters,rogue_suspect
RS_RS04840,DNA topoisomerase IV subunit A,CONFIDENT_ESSENTIAL,essential,1,0.884163367219217,0.96875,0.0,782,3,False,False
RS_RS04845,chromate transporter,PHENOTYPE_REQUIRED,unknown,0,0.3814536358564338,0.2,0.0,194,3,False,False
RS_RS04850,chromate transporter,PHENOTYPE_REQUIRED,unknown,0,0.3509360018794561,0.1666666666666666,0.0,182,3,False,False
RS_RS04855,L-lactate permease,PHENOTYPE_REQUIRED,unknown,0,0.1305534993627348,0.0,0.0,563,3,False,True
RS_RS04860,MASE1 domain-containing protein,PHENOTYPE_REQUIRED,unknown,0,0.154026049201588,0.0,0.0,430,3,False,True
RS_RS04865,phytanoyl-CoA dioxygenase family protein,CONFIDENT_NONESSENTIAL,non-essential,0,0.201527620002243,0.0,0.0,221,1,False,False
RS_RS04870,glutathione S-transferase,PHENOTYPE_REQUIRED,unknown,1,0.7752258608696724,0.5588235294117647,10.0,214,3,False,False
RS_RS04875,PLP-dependent aminotransferase family protein,CONFIDENT_NONESSENTIAL,non-essential,0,0.1911082983175394,0.027027027027027,7.0,397,3,False,False
RS_RS04880,RidA family protein,PHENOTYPE_REQUIRED,unknown,1,0.7032180149929854,0.4615384615384615,6.0,157,3,False,False
RS_RS04885,DMT family transporter,CONFIDENT_NONESSENTIAL,non-essential,0,0.2423703989490588,0.0833333333333333,1.0,314,2,False,False
RS_RS04890,alanyl-tRNA editing protein,PHENOTYPE_REQUIRED,unknown,0,0.197728997480149,0.0,0.0,246,3,False,True
RS_RS04895,PLP-dependent aminotransferase family protein,CONFIDENT_NONESSENTIAL,non-essential,0,0.1580435694566619,0.027027027027027,7.0,512,3,False,False
RS_RS04900,molecular chaperone HtpG,PHENOTYPE_REQUIRED,unknown,0,0.1134541204979321,0.0,0.0,641,3,False,True
RS_RS04905,DNA-deoxyinosine glycosylase,PHENOTYPE_REQUIRED,unknown,0,0.2086268257233696,0.0,0.0,167,3,False,True
RS_RS04910,SRPBCC domain-containing protein,PHENOTYPE_REQUIRED,unknown,0,0.170067775815819,0.0,0.0,361,3,False,True
RS_RS04915,ArsR/SmtB family transcription factor,PHENOTYPE_REQUIRED,unknown,1,0.4573243743352429,0.2307692307692307,3.0,122,3,False,False
RS_RS04920,tetratricopeptide repeat protein,PHENOTYPE_REQUIRED,unknown,0,0.1869120885305262,0.0,0.0,253,3,False,True
RS_RS04925,spermidine synthase,CONFIDENT_NONESSENTIAL,non-essential,0,0.2146236913923812,0.05,1.0,292,3,False,False
RS_RS04930,vWA domain-containing protein,PHENOTYPE_REQUIRED,unknown,0,0.1645252478972589,0.0,0.0,392,3,False,True
RS_RS04935,GNAT family N-acetyltransferase,PHENOTYPE_REQUIRED,unknown,0,0.6196750914965009,0.4102564102564102,0.0,203,3,False,False
RS_RS04940,AAA family ATPase,CONFIDENT_NONESSENTIAL,non-essential,0,0.1880058391238813,0.0,1.0,291,3,False,False
RS_RS04945,c-type cytochrome,PHENOTYPE_REQUIRED,unknown,0,0.3808357820445641,0.1666666666666666,1.0,116,3,False,False
RS_RS04950,c-type cytochrome,PHENOTYPE_REQUIRED,unknown,0,0.3735819512698927,0.1666666666666666,1.0,129,3,False,False
RS_RS04955,DUF1841 family protein,PHENOTYPE_REQUIRED,unknown,1,0.8064138733111335,0.6,0.0,145,3,False,False
RS_RS04960,DMT family transporter,CONFIDENT_NONESSENTIAL,non-essential,1,0.2452919861435046,0.073170731707317,15.0,313,3,False,False
RS_RS04965,S10 family peptidase,PHENOTYPE_REQUIRED,unknown,0,0.1243251540700655,0.0,0.0,592,3,False,True
RS_RS04970,malonic semialdehyde reductase,CONFIDENT_NONESSENTIAL,non-essential,0,0.2285152916358485,0.032258064516129,2.0,196,3,False,False
RS_RS04975,endonuclease III,PHENOTYPE_REQUIRED,unknown,0,0.2217888375247985,0.0263157894736842,0.0,215,3,False,True
RS_RS04980,electron transport complex subunit RsxB,PHENOTYPE_REQUIRED,unknown,0,0.5930180757451822,0.4166666666666667,0.0,269,3,False,False
RS_RS04985,TetR/AcrR family transcriptional regulator,PHENOTYPE_REQUIRED,unknown,0,0.7464873397496758,0.5365853658536586,15.0,240,3,False,False
RS_RS04990,polyhydroxyalkanoate depolymerase,PHENOTYPE_REQUIRED,unknown,0,0.1548156712996929,0.0,0.0,423,3,False,True
RS_RS05000,amino acid aminotransferase,PHENOTYPE_REQUIRED,unknown,1,0.2026109366545097,0.0666666666666666,0.0,399,3,False,True
RS_RS05005,excinuclease ABC subunit UvrB,PHENOTYPE_REQUIRED,unknown,0,0.1127273196384056,0.025,0.0,697,3,False,True
RS_RS05010,site-specific recombinase,PHENOTYPE_REQUIRED,unknown,0,0.0995198214414252,0.0,0.0,697,3,False,True
RS_RS05015,ribokinase,PHENOTYPE_REQUIRED,unknown,1,0.4368194467746824,0.282051282051282,5.0,316,3,False,False
RS_RS05020,LacI family DNA-binding transcriptional regulator,PHENOTYPE_REQUIRED,unknown,1,0.4415035576263488,0.2941176470588235,5.0,348,3,False,False
RS_RS05025,ABC transporter permease,PHENOTYPE_REQUIRED,unknown,0,0.3290179891724453,0.1923076923076923,3.0,349,3,False,False
RS_RS05030,sugar ABC transporter ATP-binding protein,PHENOTYPE_REQUIRED,unknown,0,0.3521807683511948,0.2682926829268293,8.0,524,3,False,False
RS_RS05035,sugar ABC transporter substrate-binding protein,PHENOTYPE_REQUIRED,unknown,1,0.2798105653179933,0.1290322580645161,2.0,320,3,False,False
RS_RS05040,Fe-S cluster assembly transcriptional regulator IscR,PHENOTYPE_REQUIRED,unknown,1,0.652493079125297,0.4473684210526316,2.0,194,3,False,False
RS_RS05045,IscS subfamily cysteine desulfurase,CONFIDENT_ESSENTIAL,essential,1,0.928897852366503,0.9487179487179488,3.0,406,3,False,False
RS_RS05050,Fe-S cluster assembly scaffold IscU,CONFIDENT_ESSENTIAL,essential,1,0.9497237161667396,0.9411764705882352,0.0,134,3,False,False
RS_RS05055,iron-sulfur cluster assembly protein IscA,CONFIDENT_ESSENTIAL,essential,1,0.9530928385154416,0.945945945945946,1.0,107,3,False,False
RS_RS05060,DUF3565 domain-containing protein,PHENOTYPE_REQUIRED,unknown,1,0.2334285199631181,0.0,0.0,67,3,False,True
RS_RS05065,Fe-S protein assembly co-chaperone HscB,CONFIDENT_ESSENTIAL,essential,1,0.9412675243732194,0.9230769230769232,0.0,177,3,False,False
RS_RS05070,Fe-S protein assembly chaperone HscA,CONFIDENT_ESSENTIAL,essential,1,0.8717455591812587,0.8888888888888888,0.0,622,3,False,False
RS_RS05075,ISC system 2Fe-2S type ferredoxin,CONFIDENT_ESSENTIAL,essential,1,0.9521648997831144,0.9428571428571428,0.0,113,3,False,False
RS_RS05080,Fe-S cluster assembly protein IscX,CONFIDENT_ESSENTIAL,essential,0,0.8241666975009538,0.6,0.0,66,3,False,False
RS_RS05085,glycine zipper 2TM domain-containing protein,PHENOTYPE_REQUIRED,unknown,0,0.4239151192842801,0.25,0.0,251,3,False,False
RS_RS05090,lysine--tRNA ligase,CONFIDENT_ESSENTIAL,essential,1,0.9347024930942432,1.0,0.0,511,3,False,False
RS_RS05095,SDR family oxidoreductase,PHENOTYPE_REQUIRED,unknown,1,0.193034122170886,0.0,0.0,247,3,False,True
RS_RS05105,nicotinate phosphoribosyltransferase,PHENOTYPE_REQUIRED,unknown,0,0.1872514810008902,0.0416666666666666,0.0,390,3,False,True
RS_RS05110,LutC/YkgG family protein,PHENOTYPE_REQUIRED,unknown,0,0.1885232630908718,0.0,0.0,244,3,False,True
RS_RS05115,sodium:proton antiporter,PHENOTYPE_REQUIRED,unknown,1,0.6799252043948117,0.5714285714285714,0.0,479,3,False,False
RS_RS05120,2-hydroxyacid dehydrogenase,PHENOTYPE_REQUIRED,unknown,0,0.3368261824841173,0.1951219512195122,4.0,335,3,False,False
RS_RS05125,DNA recombination protein RmuC,PHENOTYPE_REQUIRED,unknown,0,0.1554848627622228,0.0285714285714285,0.0,491,3,False,True
RS_RS05130,hypothetical protein,PHENOTYPE_REQUIRED,unknown,0,0.2443518581292247,0.0,0.0,93,3,False,True
RS_RS05135,molybdopterin molybdotransferase MoeA,CONFIDENT_NONESSENTIAL,non-essential,0,0.2263179051452405,0.1,1.0,430,3,False,False
RS_RS05140,molybdenum cofactor guanylyltransferase MobA,PHENOTYPE_REQUIRED,unknown,0,0.2773699308805222,0.081081081081081,0.0,205,3,False,True
RS_RS05145,GTP 3'%2C8-cyclase MoaA,PHENOTYPE_REQUIRED,unknown,0,0.2066942369321915,0.0512820512820512,0.0,374,3,False,True
RS_RS05150,Rne/Rng family ribonuclease,PHENOTYPE_REQUIRED,unknown,1,0.0702525920142065,0.0,0.0,1015,3,False,True
RS_RS05155,RluA family pseudouridine synthase,PHENOTYPE_REQUIRED,unknown,0,0.3921436785039525,0.25,1.0,347,3,False,False
RS_RS05160,HAD-IIIA family hydrolase,PHENOTYPE_REQUIRED,unknown,0,0.472503936012905,0.2682926829268293,7.0,220,3,False,False
RS_RS05165,Rieske (2Fe-2S) protein,PHENOTYPE_REQUIRED,unknown,0,0.2645221134836992,0.0526315789473684,0.0,139,3,False,True
RS_RS05170,S49 family peptidase,PHENOTYPE_REQUIRED,unknown,0,0.1652046861657918,0.0,0.0,379,3,False,True
RS_RS05175,SAM-dependent methyltransferase,PHENOTYPE_REQUIRED,unknown,0,0.2030425216730262,0.0,0.0,244,3,False,True
RS_RS05180,Maf-like protein,PHENOTYPE_REQUIRED,unknown,1,0.2817394930221395,0.0769230769230769,1.0,199,3,False,False
RS_RS05185,YceD family protein,CONFIDENT_ESSENTIAL,essential,0,0.8593665245070655,0.6923076923076923,0.0,180,3,False,False
RS_RS05190,50S ribosomal protein L32,CONFIDENT_ESSENTIAL,essential,1,0.9674645628121292,1.0,0.0,60,3,False,False
RS_RS05195,phosphate acyltransferase PlsX,PHENOTYPE_REQUIRED,unknown,1,0.8056012893834495,0.6666666666666666,0.0,355,3,False,False
RS_RS05200,beta-ketoacyl-ACP synthase III,CONFIDENT_ESSENTIAL,essential,1,0.8780927046045238,0.7804878048780488,1.0,327,3,False,False
RS_RS05205,ACP S-malonyltransferase,CONFIDENT_ESSENTIAL,essential,1,0.9459212220643328,0.9743589743589745,0.0,310,3,False,False
RS_RS05210,3-oxoacyl-ACP reductase FabG,CONFIDENT_ESSENTIAL,essential,1,0.9656736973840844,1.0,27.0,250,3,False,False
RS_RS05215,acyl carrier protein,CONFIDENT_ESSENTIAL,essential,1,0.9674750323034318,1.0,0.0,80,3,False,False
RS_RS05220,beta-ketoacyl-ACP synthase II,PHENOTYPE_REQUIRED,unknown,1,0.765920915904146,0.631578947368421,0.0,411,3,False,False
RS_RS25410,hypothetical protein,CONFIDENT_NONESSENTIAL,non-essential,1,0.2268022470593374,0.0,0.0,147,1,False,False
RS_RS05225,RNA polymerase sigma factor RpoE,PHENOTYPE_REQUIRED,unknown,1,0.7769586278089037,0.5526315789473685,6.0,200,3,False,False
RS_RS05230,sigma-E factor negative regulatory protein,PHENOTYPE_REQUIRED,unknown,1,0.7105414236785734,0.5,0.0,211,3,False,False
RS_RS05235,MucB/RseB C-terminal domain-containing protein,PHENOTYPE_REQUIRED,unknown,1,0.2693607166938525,0.125,0.0,366,3,False,False
RS_RS05240,DegQ family serine endoprotease,PHENOTYPE_REQUIRED,unknown,0,0.3236883944821866,0.2307692307692307,2.0,506,3,False,False
RS_RS05245,glutaredoxin family protein,PHENOTYPE_REQUIRED,unknown,1,0.5135475111341588,0.2631578947368421,0.0,92,3,False,False
RS_RS05250,translation elongation factor 4,PHENOTYPE_REQUIRED,unknown,1,0.2694348715157397,0.2051282051282051,0.0,599,3,False,False
RS_RS05255,signal peptidase I,CONFIDENT_ESSENTIAL,essential,1,0.9368426321400428,0.9230769230769232,1.0,306,3,False,False
RS_RS05260,DUF4845 domain-containing protein,PHENOTYPE_REQUIRED,unknown,1,0.237114827021768,0.0,0.0,124,3,False,True
RS_RS05265,ribonuclease III,CONFIDENT_ESSENTIAL,essential,1,0.8538065767540868,0.7027027027027027,0.0,257,3,False,False
RS_RS05270,GTPase Era,CONFIDENT_ESSENTIAL,essential,1,0.9525722436479706,1.0,0.0,316,3,False,False
RS_RS05275,DNA repair protein RecO,PHENOTYPE_REQUIRED,unknown,0,0.1956405684504703,0.0,0.0,273,3,False,True
RS_RS05280,pyridoxine 5'-phosphate synthase,CONFIDENT_ESSENTIAL,essential,1,0.9059872744730496,0.8205128205128205,0.0,264,3,False,False
RS_RS05285,holo-ACP synthase,CONFIDENT_ESSENTIAL,essential,1,0.8627036560492869,0.6818181818181818,0.0,148,3,False,False
RS_RS05290,beta-N-acetylhexosaminidase,PHENOTYPE_REQUIRED,unknown,0,0.3075018613388328,0.1612903225806451,0.0,351,3,False,False
RS_RS05295,elongation factor P,CONFIDENT_ESSENTIAL,essential,1,0.9376924115149984,0.8717948717948718,0.0,187,3,False,False
RS_RS05300,elongation factor P maturation arginine rhamnosyltransferase EarP,CONFIDENT_ESSENTIAL,essential,1,0.9484202660024684,1.0,0.0,397,3,False,False
RS_RS05305,excinuclease ABC subunit UvrC,PHENOTYPE_REQUIRED,unknown,0,0.1160380488201553,0.0,0.0,670,3,False,True
RS_RS05310,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,CONFIDENT_ESSENTIAL,essential,1,0.9563321198659288,0.9714285714285714,0.0,192,3,False,False
RS_RS05330,response regulator transcription factor,CONFIDENT_ESSENTIAL,essential,1,0.9160639737580668,0.7948717948717948,17.0,238,3,False,False
RS_RS05335,FecR family protein,PHENOTYPE_REQUIRED,unknown,0,0.1334699762245879,0.0,0.0,569,3,False,True
RS_RS05340,CHASE2 domain-containing protein,PHENOTYPE_REQUIRED,unknown,0,0.0987577396647141,0.0,0.0,785,3,False,True
RS_RS05345,response regulator transcription factor,PHENOTYPE_REQUIRED,unknown,0,0.2106909552378098,0.0,0.0,242,3,False,True
RS_RS05350,GlsB/YeaQ/YmgE family stress response membrane protein,PHENOTYPE_REQUIRED,unknown,0,0.4873380319398178,0.2307692307692307,0.0,83,3,False,False
RS_RS05355,FadR/GntR family transcriptional regulator,PHENOTYPE_REQUIRED,unknown,1,0.7701794859497896,0.5555555555555556,5.0,256,3,False,False
RS_RS05360,glucarate dehydratase,PHENOTYPE_REQUIRED,unknown,0,0.1590854789996035,0.0,0.0,451,3,False,True
RS_RS05365,MFS transporter,CONFIDENT_NONESSENTIAL,non-essential,0,0.2424013730798529,0.0857142857142857,11.0,433,3,False,False
RS_RS05370,TIM-barrel domain-containing protein,PHENOTYPE_REQUIRED,unknown,0,0.0987365459928271,0.0,0.0,804,3,False,True
RS_RS05375,porin,CONFIDENT_NONESSENTIAL,non-essential,0,0.1761514950989195,0.0,1.0,395,3,False,False
RS_RS05380,aldose 1-epimerase,CONFIDENT_NONESSENTIAL,non-essential,0,0.2112333027281248,0.0294117647058823,2.0,324,3,False,False
RS_RS05385,porin,CONFIDENT_NONESSENTIAL,non-essential,0,0.1883498758555206,0.0,1.0,365,3,False,False
RS_RS05390,maleylacetoacetate isomerase,PHENOTYPE_REQUIRED,unknown,0,0.3499105643452371,0.1363636363636363,1.0,214,3,False,False
RS_RS05395,fumarylacetoacetate hydrolase family protein,PHENOTYPE_REQUIRED,unknown,0,0.3360720453161562,0.125,2.0,233,3,False,False
RS_RS05400,gentisate 1%2C2-dioxygenase,PHENOTYPE_REQUIRED,unknown,0,0.191640081618387,0.0,0.0,349,3,False,True
RS_RS05405,non-heme iron oxygenase ferredoxin subunit,PHENOTYPE_REQUIRED,unknown,0,0.7540450006010421,0.48,1.0,104,3,False,False
RS_RS05410,aromatic-ring-hydroxylating dioxygenase subunit beta,PHENOTYPE_REQUIRED,unknown,0,0.249388975793382,0.0,0.0,158,3,False,True
RS_RS05415,aromatic ring-hydroxylating dioxygenase subunit alpha,CONFIDENT_NONESSENTIAL,non-essential,0,0.2089193526350269,0.0384615384615384,2.0,419,3,False,False
RS_RS05420,2Fe-2S iron-sulfur cluster-binding protein,PHENOTYPE_REQUIRED,unknown,1,0.4995698755876699,0.3103448275862069,1.0,329,3,False,False
RS_RS05425,LysR family transcriptional regulator,PHENOTYPE_REQUIRED,unknown,0,0.3294662479855778,0.1379310344827586,6.0,301,3,False,False
RS_RS05430,MFS transporter,CONFIDENT_NONESSENTIAL,non-essential,0,0.255028864616808,0.09375,11.0,455,3,False,False
RS_RS05435,LysR family transcriptional regulator,CONFIDENT_ESSENTIAL,essential,1,0.8666022111840391,0.6097560975609756,57.0,300,3,False,False
RS_RS05440,AEC family transporter,PHENOTYPE_REQUIRED,unknown,0,0.2554329830354395,0.0769230769230769,0.0,311,3,False,True
RS_RS05445,pyridoxal phosphate-dependent aminotransferase,PHENOTYPE_REQUIRED,unknown,0,0.3520138221201315,0.1951219512195122,7.0,404,3,False,False
RS_RS05450,helix-turn-helix domain-containing protein,PHENOTYPE_REQUIRED,unknown,0,0.2517466409531252,0.0,0.0,114,3,False,True
RS_RS05455,GlxA family transcriptional regulator,PHENOTYPE_REQUIRED,unknown,0,0.2650087593469588,0.0857142857142857,2.0,361,3,False,False
RS_RS05465,sarcosine oxidase subunit beta family protein,PHENOTYPE_REQUIRED,unknown,1,0.4267335585328549,0.2631578947368421,8.0,415,3,False,False
RS_RS05475,sarcosine oxidase subunit alpha family protein,CONFIDENT_NONESSENTIAL,non-essential,0,0.0790974980880621,0.0,1.0,1004,0,True,False
RS_RS05480,sarcosine oxidase subunit gamma,CONFIDENT_NONESSENTIAL,non-essential,0,0.2880081942870635,0.0714285714285714,0.0,211,0,True,False
RS_RS05490,formyltetrahydrofolate deformylase,PHENOTYPE_REQUIRED,unknown,0,0.4334715682268026,0.2222222222222222,2.0,291,3,False,False
RS_RS05515,LysR family transcriptional regulator,CONFIDENT_ESSENTIAL,essential,1,0.8744312867654237,0.6097560975609756,57.0,307,3,False,False
RS_RS05520,YeiH family protein,PHENOTYPE_REQUIRED,unknown,0,0.2461239235103803,0.08,0.0,367,3,False,True
RS_RS05530,DUF899 domain-containing protein,PHENOTYPE_REQUIRED,unknown,0,0.2228563513720572,0.0,0.0,245,3,False,True
RS_RS05545,ferredoxin FdxA,CONFIDENT_ESSENTIAL,essential,1,0.9706980133272298,1.0,0.0,109,3,False,False
RS_RS05550,single-stranded-DNA-specific exonuclease RecJ,PHENOTYPE_REQUIRED,unknown,0,0.3657509904295671,0.2631578947368421,0.0,566,3,False,False
RS_RS05555,hypothetical protein,PHENOTYPE_REQUIRED,unknown,1,0.6952153314237477,0.5,0.0,360,3,False,False
RS_RS05560,lipoprotein-releasing ABC transporter permease subunit,CONFIDENT_ESSENTIAL,essential,1,0.9337250683158634,0.926829268292683,1.0,417,3,False,False
RS_RS05565,lipoprotein-releasing ABC transporter ATP-binding protein LolD,CONFIDENT_ESSENTIAL,essential,1,0.95152173518894,0.926829268292683,10.0,245,3,False,False
RS_RS05570,TatD family hydrolase,CONFIDENT_NONESSENTIAL,non-essential,0,0.2154185272723451,0.0,1.0,272,3,False,False
RS_RS05575,DNA internalization-related competence protein ComEC/Rec2,PHENOTYPE_REQUIRED,unknown,0,0.0987322600566762,0.0,0.0,848,3,False,True
RS_RS05580,circularly permuted type 2 ATP-grasp protein,PHENOTYPE_REQUIRED,unknown,0,0.1639418777638619,0.0,0.0,494,3,False,True
RS_RS05585,alpha-E domain-containing protein,PHENOTYPE_REQUIRED,unknown,0,0.2072913011620335,0.0,0.0,317,3,False,True
RS_RS05590,transglutaminase family protein,PHENOTYPE_REQUIRED,unknown,0,0.2419324524403202,0.037037037037037,0.0,279,3,False,True
RS_RS05595,hypothetical protein,PHENOTYPE_REQUIRED,unknown,0,0.2089233675341033,0.0,0.0,305,3,False,True
RS_RS05600,alpha/beta fold hydrolase,PHENOTYPE_REQUIRED,unknown,0,0.2172186997505167,0.0,0.0,274,3,False,True
RS_RS05605,CTP synthase,CONFIDENT_ESSENTIAL,essential,1,0.9409702756428484,1.0,0.0,555,3,False,False
RS_RS05610,3-deoxy-8-phosphooctulonate synthase,CONFIDENT_ESSENTIAL,essential,1,0.9447778108881278,0.9210526315789472,0.0,285,3,False,False
RS_RS05615,DUF1330 domain-containing protein,PHENOTYPE_REQUIRED,unknown,0,0.4796988613827106,0.2,0.0,97,3,False,False
RS_RS05620,phosphopyruvate hydratase,CONFIDENT_ESSENTIAL,essential,1,0.9191662817473716,0.8780487804878049,0.0,428,3,False,False
RS_RS05625,cell division protein FtsB,CONFIDENT_ESSENTIAL,essential,1,0.9697811229711806,1.0,0.0,112,3,False,False
RS_RS05630,hypothetical protein,PHENOTYPE_REQUIRED,unknown,0,0.266666080894872,0.0,0.0,133,3,False,True
RS_RS05635,Hsp33 family molecular chaperone HslO,PHENOTYPE_REQUIRED,unknown,0,0.3397380994388171,0.1470588235294117,0.0,339,3,False,False
RS_RS05640,gamma carbonic anhydrase family protein,PHENOTYPE_REQUIRED,unknown,0,0.3256429510592061,0.075,0.0,176,3,False,True
RS_RS05645,ferritin-like domain-containing protein,PHENOTYPE_REQUIRED,unknown,0,0.2165153100494387,0.0,0.0,277,3,False,True
RS_RS05650,alpha/beta fold hydrolase,PHENOTYPE_REQUIRED,unknown,0,0.6492979295409781,0.4054054054054054,13.0,308,3,False,False
RS_RS05655,thiol-disulfide oxidoreductase DCC family protein,PHENOTYPE_REQUIRED,unknown,1,0.2704114275584074,0.0,0.0,130,3,False,True
RS_RS05660,DUF4166 domain-containing protein,PHENOTYPE_REQUIRED,unknown,0,0.2531483231358178,0.0,0.0,181,3,False,True
RS_RS05665,saccharopine dehydrogenase NADP-binding domain-containing protein,PHENOTYPE_REQUIRED,unknown,0,0.1994695509442889,0.0,0.0,376,3,False,True
RS_RS05670,NAD(P)/FAD-dependent oxidoreductase,CONFIDENT_ESSENTIAL,essential,0,0.893183980327486,0.7777777777777778,0.0,360,3,False,False
RS_RS05675,3'%2C5'-nucleoside bisphosphate phosphatase,PHENOTYPE_REQUIRED,unknown,0,0.2158343008304585,0.0,0.0,287,3,False,True
RS_RS05680,L-threonylcarbamoyladenylate synthase,CONFIDENT_ESSENTIAL,essential,0,0.9052527633413734,0.7647058823529411,0.0,208,3,False,False
RS_RS05685,site-2 protease family protein,PHENOTYPE_REQUIRED,unknown,0,0.4554207879923366,0.2222222222222222,0.0,226,3,False,False
RS_RS05690,tryptophan--tRNA ligase,CONFIDENT_ESSENTIAL,essential,1,0.9198652024381474,0.8666666666666667,0.0,401,3,False,False
RS_RS05695,class I SAM-dependent methyltransferase,PHENOTYPE_REQUIRED,unknown,0,0.5532627193002223,0.3,0.0,191,3,False,False
RS_RS05700,4-hydroxy-tetrahydrodipicolinate synthase,CONFIDENT_ESSENTIAL,essential,0,0.9200941626873632,0.8292682926829268,0.0,295,3,False,False
RS_RS05705,outer membrane protein assembly factor BamC,PHENOTYPE_REQUIRED,unknown,1,0.3274693797828851,0.16,0.0,399,3,False,False
RS_RS05710,MBL fold metallo-hydrolase,PHENOTYPE_REQUIRED,unknown,0,0.2785495309735099,0.0588235294117647,0.0,262,3,False,True
RS_RS05720,cupin domain-containing protein,PHENOTYPE_REQUIRED,unknown,1,0.368736343019349,0.1923076923076923,0.0,410,3,False,False
RS_RS05725,FKBP-type peptidyl-prolyl cis-trans isomerase,PHENOTYPE_REQUIRED,unknown,1,0.6191653066379147,0.3428571428571428,1.0,175,3,False,False
RS_RS05730,hypothetical protein,PHENOTYPE_REQUIRED,unknown,0,0.2099593233448753,0.0,0.0,355,3,False,True
RS_RS05735,DNA mismatch repair protein MutS,PHENOTYPE_REQUIRED,unknown,0,0.1048249923340313,0.0,0.0,883,3,False,True
RS_RS05740,LysR substrate-binding domain-containing protein,CONFIDENT_ESSENTIAL,essential,1,0.8849817775475858,0.6097560975609756,57.0,298,3,False,False
RS_RS05745,MFS transporter,PHENOTYPE_REQUIRED,unknown,0,0.3351982569546178,0.1463414634146341,10.0,401,3,False,False
RS_RS05750,2%2C5-didehydrogluconate reductase DkgB,PHENOTYPE_REQUIRED,unknown,0,0.2774127068464425,0.0526315789473684,3.0,272,3,False,False
RS_RS05755,methyl-accepting chemotaxis protein,CONFIDENT_NONESSENTIAL,non-essential,0,0.1478404700604237,0.0,2.0,624,3,False,False
RS_RS05760,methyl-accepting chemotaxis protein,CONFIDENT_NONESSENTIAL,non-essential,1,0.2322151678019201,0.1034482758620689,8.0,601,3,False,False
RS_RS05765,MOSC domain-containing protein,PHENOTYPE_REQUIRED,unknown,0,0.2440772251859485,0.0,0.0,242,3,False,True
RS_RS05770,glutamine amidotransferase,PHENOTYPE_REQUIRED,unknown,0,0.3082658939311478,0.0714285714285714,1.0,243,3,False,False
RS_RS05775,helix-turn-helix domain-containing protein,PHENOTYPE_REQUIRED,unknown,1,0.3676597774720526,0.1142857142857142,3.0,183,3,False,False
RS_RS05780,inositol monophosphatase family protein,CONFIDENT_ESSENTIAL,essential,1,0.9084854303085172,0.7692307692307693,0.0,271,3,False,False
RS_RS05785,RNA methyltransferase,PHENOTYPE_REQUIRED,unknown,0,0.2250582585637628,0.0,0.0,288,3,False,True
RS_RS05790,serine O-acetyltransferase,PHENOTYPE_REQUIRED,unknown,1,0.5345998734440812,0.2916666666666667,0.0,249,3,False,False
RS_RS05795,UDP-2%2C3-diacylglucosamine diphosphatase,CONFIDENT_ESSENTIAL,essential,1,0.936089881355005,0.8571428571428571,1.0,269,3,False,False
RS_RS05800,peptidylprolyl isomerase,PHENOTYPE_REQUIRED,unknown,1,0.5871121283114105,0.2926829268292683,1.0,169,3,False,False
RS_RS05805,peptidylprolyl isomerase,PHENOTYPE_REQUIRED,unknown,1,0.5800466309012385,0.2926829268292683,1.0,191,3,False,False
RS_RS05810,tetratricopeptide repeat protein,PHENOTYPE_REQUIRED,unknown,0,0.2533065545442262,0.0,0.0,220,3,False,True
RS_RS05815,cysteine--tRNA ligase,CONFIDENT_ESSENTIAL,essential,1,0.93437613167334,0.926829268292683,0.0,466,3,False,False
RS_RS05820,DNA-3-methyladenine glycosylase family protein,PHENOTYPE_REQUIRED,unknown,1,0.2272079614559674,0.0,0.0,292,3,False,True
RS_RS05825,acetyl-CoA carboxylase carboxyltransferase subunit alpha,CONFIDENT_ESSENTIAL,essential,1,0.961636516203174,1.0,0.0,323,3,False,False
RS_RS05830,tRNA lysidine(34) synthetase TilS,CONFIDENT_ESSENTIAL,essential,1,0.9508199339077208,1.0,0.0,463,3,False,False
RS_RS05835,aspartate kinase,PHENOTYPE_REQUIRED,unknown,1,0.6872070864406532,0.4871794871794871,0.0,417,3,False,False
RS_RS05845,enoyl-ACP reductase FabI,CONFIDENT_ESSENTIAL,essential,1,0.9495551737386876,0.9032258064516128,0.0,265,3,False,False
RS_RS05850,extracellular solute-binding protein,CONFIDENT_NONESSENTIAL,non-essential,0,0.2171381690038269,0.088235294117647,5.0,626,3,False,False
RS_RS05855,microcin C ABC transporter permease YejB,PHENOTYPE_REQUIRED,unknown,0,0.4585324081791411,0.2424242424242424,3.0,352,3,False,False
RS_RS05860,ABC transporter permease,PHENOTYPE_REQUIRED,unknown,0,0.3483458339503284,0.1538461538461538,0.0,375,3,False,False
RS_RS05865,ABC transporter ATP-binding protein,PHENOTYPE_REQUIRED,unknown,0,0.4179548179693108,0.2682926829268293,8.0,552,3,False,False
RS_RS05870,C40 family peptidase,PHENOTYPE_REQUIRED,unknown,1,0.4264119612933899,0.1724137931034483,0.0,223,3,False,False
RS_RS05875,patatin-like phospholipase family protein,PHENOTYPE_REQUIRED,unknown,0,0.2876804164549785,0.064516129032258,0.0,320,3,False,True
