pid	reaction_id	reaction	category	PREDICTED_GENE	is_real_gene	copied	starved	n_examples	top_similarity	compartment_ok	compartments	reason
248	R-HSA-1482667		transition	MBOAT2	True	False	False	12	0.333	True	cytosol;endoplasmic reticulum membrane	LPEAT2 transfers an oleoyl group from acyl-CoA to the sn-2 position of 1-acyl lyso-PE in the ER.
249	R-HSA-1482759		transition	PLA2G6	True	False	False	12	0.167	True	mitochondrial inner membrane;mitochondrial matrix	Calcium-independent phospholipase A2 deacylation of monolysocardiolipin to dilysocardiolipin plus free fatty acid.
250	R-HSA-1482691		transition	MBOAT1	True	False	False	12	0.333	True	cytosol;endoplasmic reticulum membrane	CoA-dependent re-acylation of lysophosphatidylserine back to diacyl-PS, the lyso-PS acyltransferase step of PS remodelling in ER membrane.
251	R-HSA-1482778		transition	PLA2G6	True	False	False	12	0.333	True	mitochondrial inner membrane;mitochondrial matrix	Calcium-independent sn-2 phospholipase A2 deacylation of cardiolipin to monolysocardiolipin, the first half of the mitochondrial cardiolipin Lands cycle.
252	R-HSA-1482776		transition	PLA2G4A	True	False	True	0	0.000	True	cytosol;endoplasmic reticulum membrane	sn-2 ester hydrolysis of phosphatidylserine releasing a long-chain fatty acid and leaving 1-acyl lyso-PS.
253	R-HSA-1482654		transition	DGAT1	True	False	True	1	0.167	True	cytosol;endoplasmic reticulum membrane	Acyl-CoA-independent transacylation between two monoacylglycerols, moving one acyl chain to give diacylglycerol plus free glycerol.
254	R-HSA-1482856		transition	PLA2G4A	True	True	True	3	0.167	True	cytosol;endoplasmic reticulum membrane	Cytosolic phospholipase A2 cleaves the sn-2 acyl ester of phosphatidylcholine, yielding 1-acyl lyso-PC and free fatty acid.
255	R-HSA-1482887		transition	PLA2G6	True	False	True	0	0.000	True	cytosol;endoplasmic reticulum membrane	Calcium-independent phospholipase A2 removes the sn-2 acyl chain of phosphatidylethanolamine to give 1-acyl lyso-PE.
256	R-HSA-1482868		transition	PLA2G4A	True	False	True	4	0.250	True	cytosol;endoplasmic reticulum membrane	sn-2 hydrolysis of phosphatidylinositol releasing arachidonate-type fatty acid and 1-acyl lyso-PI.
257	R-HSA-1482884		transition	PLA2G4A	True	False	True	0	0.000	True	cytosol;endoplasmic reticulum membrane	Second cytosolic PLA2 route hydrolysing the sn-2 ester of PE to 1-acyl lyso-PE during PE acyl-chain remodelling.
258	R-HSA-1482828		transition	PNPLA8	True	False	True	0	0.000	True	cytosol;endoplasmic reticulum membrane	sn-1-selective phospholipase A1 activity of iPLA2-gamma, leaving the sn-2 chain intact as 2-acyl lyso-PE.
259	R-HSA-1482892		transition	PLAAT3	True	False	True	0	0.000	True	cytosol;endoplasmic reticulum membrane	PE-preferring phospholipase A1/A2 of the HRASLS family cleaving the sn-1 ester to give 2-acyl lyso-PE.
260	R-HSA-1482811		transition	DAGLA	True	False	True	0	0.000	True	cytosol;endoplasmic reticulum membrane	sn-1-specific diacylglycerol lipase hydrolysis of DAG leaving the 2-monoacylglycerol.
261	R-HSA-1482861		transition	LCLAT1	True	False	False	12	0.333	True	cytosol;endoplasmic reticulum membrane	ER-resident lysocardiolipin acyltransferase transferring an acyl group from acyl-CoA onto monolysocardiolipin to regenerate cardiolipin.
262	R-HSA-1482827		transition	PNPLA8	True	False	True	3	0.167	True	cytosol;endoplasmic reticulum membrane	sn-1 phospholipase hydrolysis of phosphatidylcholine leaving the sn-2 chain as 2-acyl lyso-PC.
263	R-HSA-1482867		transition	LCLAT1	True	False	False	12	0.333	True	cytosol;endoplasmic reticulum membrane	Acyl-CoA-dependent acylation of dilysocardiolipin to monolysocardiolipin by the ER lysocardiolipin acyltransferase.
264	R-HSA-1482889		transition	DGAT1	True	False	False	12	0.333	True	cytosol;endoplasmic reticulum membrane	ER-membrane acyl-CoA:diacylglycerol acyltransferase forming the third ester bond of triacylglycerol.
265	R-HSA-1482816		transition	PLA2G6	True	False	True	3	0.167	True	cytosol;endoplasmic reticulum membrane	Calcium-independent sn-2 deacylation of PC generating 1-acyl lyso-PC in the Lands remodelling cycle.
266	R-HSA-1482862		transition	PLB1	True	False	True	3	0.167	True	cytosol;endoplasmic reticulum membrane	Phospholipase B cleaves the sn-1 ester of phosphatidylcholine, releasing fatty acid and 2-acyl lyso-PC.
267	R-HSA-1482897		transition	PLA1A	True	False	True	0	0.000	True	cytosol;endoplasmic reticulum membrane	Phosphatidylserine-specific phospholipase A1 removes the sn-1 acyl chain to give 2-acyl lyso-PS.
268	R-HSA-1482847		transition	PNPLA8	True	False	False	12	0.167	True	mitochondrial inner membrane;mitochondrial matrix	Mitochondrial iPLA2-gamma performs sn-1 hydrolysis of phosphatidylglycerol, releasing fatty acid and 2-acyl lyso-PG.
269	R-HSA-1482825		transition	PLA2G6	True	False	True	4	0.250	True	cytosol;endoplasmic reticulum membrane	sn-2 ester hydrolysis of phosphatidylinositol producing 1-acyl lyso-PI for MBOAT7-dependent re-acylation.
270	R-HSA-1483121		transition	CDS2	True	False	False	12	0.200	True	cytosol;endoplasmic reticulum membrane	CTP-dependent cytidylyltransfer onto the phosphate of phosphatidate, forming the liponucleotide CDP-diacylglycerol with release of pyrophosphate.
271	R-HSA-1482976		transition	CDIPT	True	False	True	6	0.200	True	cytosol;endoplasmic reticulum membrane	Displacement of CMP from CDP-diacylglycerol by the inositol hydroxyl, forming the phosphodiester bond of phosphatidylinositol.
272	R-HSA-1482932		transition	DDHD1	True	False	True	4	0.250	True	cytosol;endoplasmic reticulum membrane	PI-preferring phospholipase A1 cleaving the sn-1 ester to yield 2-arachidonoyl-type lyso-PI.
273	R-HSA-1482900		transition	PLA2G4A	True	False	True	0	0.000	True	cytosol;endoplasmic reticulum membrane	sn-2 deacylation of phosphatidylglycerol in the ER giving 1-acyl lyso-PG plus free fatty acid.
274	R-HSA-1482961		transition	CEPT1	True	False	True	5	0.143	True	cytosol;endoplasmic reticulum membrane	ER cholinephosphotransferase transfers phosphocholine from CDP-choline onto the sn-3 hydroxyl of DAG, releasing CMP.
275	R-HSA-1482939		transition	PGS1	True	False	True	0	0.000	True	mitochondrial inner membrane;mitochondrial matrix	CDP-DAG:glycerol-3-phosphate phosphatidyltransferase forming phosphatidylglycerophosphate on the matrix face of the inner membrane.
276	R-HSA-1483096		transition	PHOSPHO1	True	False	True	0	0.000	True	cytosol	Phosphomonoester hydrolysis of phosphoethanolamine to free ethanolamine and inorganic phosphate.
277	R-HSA-1483107		transition	GDPD5	True	False	True	0	0.000	True	cytosol	Glycerophosphodiester phosphodiesterase cleaving the glycerol-ethanolamine phosphodiester of GPE into ethanolamine and glycerol-3-phosphate.
278	R-HSA-1482920		transition	PNPLA8	True	False	True	0	0.000	True	cytosol;endoplasmic reticulum membrane	sn-1-selective phospholipase hydrolysis of ER phosphatidylglycerol leaving 2-acyl lyso-PG.
279	R-HSA-1483063		transition	CRLS1	True	False	True	4	0.143	True	mitochondrial inner membrane;mitochondrial matrix	Cardiolipin synthase condenses phosphatidylglycerol with CDP-diacylglycerol, displacing CMP to build the four-chain dimeric phospholipid.
280	R-HSA-1483081		transition	PCYT1A	True	False	False	12	0.200	True	cytosol	Rate-limiting CTP:phosphocholine cytidylyltransferase forming the CDP-choline high-energy pyrophosphate bond.
281	R-HSA-1483004		transition	CHKA	True	False	True	0	0.000	True	cytosol	ATP-dependent phosphorylation of the choline hydroxyl, the committed first step of the CDP-choline pathway.
282	R-HSA-1482907		transition	PLA2G6	True	False	True	0	0.000	True	cytosol;endoplasmic reticulum membrane	Calcium-independent PLA2 sn-2 hydrolysis of phosphatidylglycerol producing 1-acyl lyso-PG.
283	R-HSA-1483116		transition	GPCPD1	True	False	True	0	0.000	True	cytosol	Glycerophosphocholine phosphodiesterase splitting the phosphodiester to free choline and glycerol-3-phosphate.
284	R-HSA-1482973		transition	CHPT1	True	False	True	3	0.143	True	Golgi membrane;cytosol	Golgi-localised cholinephosphotransferase transferring phosphocholine from CDP-choline onto diacylglycerol.
285	R-HSA-1483142		transition	PLD1	True	False	True	4	0.167	True	cytosol;endoplasmic reticulum membrane	Transphosphatidylation: the phospholipase D phosphatidyl-enzyme intermediate is resolved by glycerol instead of water, swapping choline for glycerol.
286	R-HSA-1482962		transition	SELENOI	True	False	True	2	0.111	True	cytosol;endoplasmic reticulum membrane	Ethanolaminephosphotransferase transferring phosphoethanolamine from CDP-ethanolamine to DAG, the final Kennedy-pathway step for PE.
287	R-HSA-1483089		transition	PTDSS2	True	False	True	0	0.000	True	cytosol;endoplasmic reticulum membrane	Calcium-dependent base exchange swapping the ethanolamine head group of PE for L-serine.
288	R-HSA-1483182		transition	PLD1	True	False	True	3	0.167	True	cytosol;endoplasmic reticulum membrane	Phospholipase D hydrolysis of the phosphodiester of PC, releasing choline and leaving phosphatidic acid.
289	R-HSA-1483203		transition	LPIN1	True	False	True	0	0.000	True	cytosol;endoplasmic reticulum membrane	Mg2+-dependent phosphatidate phosphatase dephosphorylating the sn-3 phosphate of PA to give DAG.
290	R-HSA-1483174		transition	PEMT	True	False	True	10	0.364	True	cytosol;endoplasmic reticulum membrane	Three successive AdoMet-dependent N-methylations of the ethanolamine amine converting PE into PC.
291	R-HSA-1483190		transition	PCYT2	True	False	False	12	0.200	True	cytosol	CTP:phosphoethanolamine cytidylyltransferase forming CDP-ethanolamine with pyrophosphate release.
292	R-HSA-1483159		transition	PHOSPHO1	True	False	True	0	0.000	True	cytosol	Hydrolysis of the phosphomonoester of phosphocholine to free choline and phosphate.
293	R-HSA-1483222		transition	ETNK1	True	False	True	0	0.000	True	cytosol	ATP-dependent phosphorylation of ethanolamine to phosphoethanolamine, committing it to the CDP-ethanolamine pathway.
294	R-HSA-1483186		transition	PTDSS1	True	False	True	3	0.143	True	cytosol;endoplasmic reticulum membrane	Serine-for-choline base exchange on the phosphatidyl head group, converting PC to PS.
295	R-HSA-1483165		transition	TAMM41	True	False	True	8	0.200	True	mitochondrial inner membrane;mitochondrial matrix	Mitochondrial CDP-diacylglycerol synthase activating phosphatidate with CTP for cardiolipin biosynthesis.
296	R-HSA-1483197		transition	PTPMT1	True	False	False	12	0.250	True	mitochondrial inner membrane;mitochondrial matrix	Inner-membrane phosphatase dephosphorylating phosphatidylglycerophosphate to phosphatidylglycerol.
297	R-HSA-1483212		transition	PISD	True	False	True	6	0.167	True	mitochondrial inner membrane;mitochondrial matrix	Pyruvoyl-dependent decarboxylation of the serine carboxyl of PS, converting it to PE with CO2 release.
298	R-HSA-1549526		transition	TGFBR1	True	False	True	2	0.333	True	cytosol	Receptor serine/threonine kinase transferring ATP gamma-phosphate onto the C-terminal SSXS motif of SMAD2/3.
299	R-HSA-1562603		transition	FTH1	True	True	False	12	0.444	True	cytosol	Di-iron ferroxidase centre oxidising Fe2+ to Fe3+ using O2, with protons consumed to give water.
300	R-HSA-1562604		transition	FTH1	True	True	False	12	0.444	True	cytosol	Ferroxidase center oxidising Fe2+ to Fe3+ with O2 reduced to water in the cytosolic ferritin shell.
301	R-HSA-1500804		transition	PRDX5	True	False	True	0	0.000	False	cytosol	Peroxiredoxin peroxidatic cysteine reduces peroxynitrite to nitrite, becoming the oxidised (sulfenic/disulfide) dimer.
302	R-HSA-1500781		transition	G6PD	True	True	True	1	0.400	True	cytoplasm;cytosol	Dehydrogenation of the C1 hemiacetal of glucose-6-phosphate to the 1,5-lactone with hydride transfer to a deazaflavin/NADP-type acceptor.
303	R-HSA-1564112		transition	MMP2	True	False	True	0	0.000	True	extracellular region	Zinc-dependent endopeptidase hydrolysis of the peptide backbone of beaded-filament collagen VI in the matrix.
304	R-HSA-1500817		transition	CHAC1	True	False	True	6	0.250	True	cytosol	Gamma-glutamyl cyclotransferase cleaving the gamma-glutamyl amide of free cytosolic glutathione to 5-oxoproline plus Cys-Gly, needing no cosubstrate.
305	R-HSA-1564117		transition	MMP9	True	False	True	0	0.000	True	extracellular region	Gelatinase B hydrolyses the FACIT collagen XIV chain, one of its established collagen substrates.
306	R-HSA-1564184		transition	MMP3	True	False	True	0	0.000	True	extracellular region	Stromelysin-1 peptide-bond hydrolysis of the non-fibrillar cartilage collagen IX.
307	R-HSA-1564120		transition	MMP1	True	False	True	0	0.000	True	extracellular region	Interstitial collagenase cleaves the triple helix of anchoring-fibril collagen VII.
308	R-HSA-1566979		transition	MMP14	True	False	True	0	0.000	True	extracellular region	Membrane-type 1 MMP clips the laminin-332 gamma2 chain, the classic pericellular laminin-5 processing cut.
309	R-HSA-1564143		transition	MMP13	True	False	True	0	0.000	True	extracellular region	Collagenase-3 hydrolyses the hypertrophic-cartilage network collagen X.
310	R-HSA-156526		transition	CYP3A4	True	True	False	12	0.400	True	cytosol	Cytochrome P450 monooxygenase epoxidises the 8,9-vinyl ether double bond of aflatoxin B1 using NADPH and O2.
311	R-HSA-1564164		transition	MMP2	True	False	True	0	0.000	True	extracellular region	Gelatinase A hydrolyses the collagen V fibril, a canonical type IV/V collagenase substrate.
312	R-HSA-1564142		transition	MMP9	True	False	True	0	0.000	True	extracellular region	Gelatinase B cleaves the basement-membrane collagen IV network at its non-collagenous and helical junctions.
313	R-HSA-156832		transition	DAPK3	True	False	True	0	0.000	False	cytosol	ZIP kinase transfers the ATP gamma-phosphate to Ser77 of ribosomal protein L13a, releasing it for GAIT-complex assembly.
314	R-HSA-1564179		transition	MMP3	True	False	True	0	0.000	True	extracellular region	Stromelysin-1 hydrolyses the minor fibrillar collagen XI, one of its documented collagen substrates.
315	R-HSA-1566962		transition	MMP12	True	False	True	0	0.000	True	extracellular region	Macrophage metalloelastase hydrolyses the hydrophobic crosslinked elastin polymer.
316	R-HSA-1566981		transition	MMP3	True	False	True	3	1.000	True	extracellular region	Stromelysin-1 hydrolyses fibronectin in the assembled matrix, complementing the MMP10/MMP14/ADAM8 cuts.
317	R-HSA-156909		transition	EEF1B2	True	True	True	1	0.200	True	cytosol	Guanine-nucleotide exchange loading GTP onto nucleotide-free eEF1A.
318	R-HSA-157926		transition	KPNB1	True	False	True	0	0.000	True	cytosol;nucleoplasm	Importin-beta-driven translocation of the NLS-bearing Notch1 intracellular domain through the nuclear pore.
319	R-HSA-157353		transition	PSEN1	True	False	True	0	0.000	True	cytosol;plasma membrane	Gamma-secretase intramembrane aspartyl proteolysis at site 3, releasing NICD1 from the membrane-tethered NEXT1 stub.
320	R-HSA-157632		transition	ADAM10	True	False	True	0	0.000	True	plasma membrane	Site-2 sheddase cut in the juxtamembrane region of ligand-engaged NOTCH1, generating the NEXT1 stub.
321	R-HSA-157640		transition	PSEN1	True	False	True	1	0.200	True	cytosol;plasma membrane	Gamma-secretase S3 cleavage within the NOTCH2 transmembrane domain liberating NICD2.
322	R-HSA-157906		transition	KPNB1	True	False	True	4	0.333	True	cytosol;nucleoplasm	Importin-beta-mediated nuclear pore translocation of the cyclin E:CDK2 holoenzyme.
323	R-HSA-157933		transition	KPNB1	True	False	True	0	0.000	True	cytosol;nucleoplasm	Importin-beta-mediated nuclear import of the NLS-containing NOTCH2 intracellular domain.
324	R-HSA-158609		transition	TPMT	True	False	True	7	0.333	True	cytosol	S-adenosylmethionine-dependent S-methylation of the thiol of 6-mercaptopurine.
325	R-HSA-158546		transition	UGT1A6	True	False	True	10	0.286	True	cytosol;endoplasmic reticulum lumen	UDP-glucuronosyltransferase conjugates glucuronic acid to the phenolic oxygen of acetaminophen at the ER lumenal face.
326	R-HSA-158441		transition	NXF1	True	False	True	0	0.000	True	cytosol;nucleoplasm	TAP/NXF1 export receptor ferries the mRNP through the nuclear pore to the cytosol.
327	R-HSA-158468		transition	SULT1A1	True	False	True	0	0.000	True	cytosol	PAPS-dependent transfer of sulfonate to the phenolic hydroxyl of acetaminophen.
328	R-HSA-158800		transition	PLAT	True	True	True	2	0.250	True	extracellular region	Two-chain tPA's catalytic serine attacks the SERPINE1 reactive-center loop, forming the covalent acyl-enzyme inhibitory complex.
329	R-HSA-158860		transition	SULT1A2	True	False	True	0	0.000	True	cytosol	PAPS-dependent O-sulfonation of the N-hydroxyl of N-hydroxy-4-aminobiphenyl, the bioactivating arylamine sulfotransferase step.
330	R-HSA-158849		transition	SULT1A1	True	False	True	0	0.000	True	cytosol	Phenol sulfotransferase transfers sulfonate from PAPS to the hydroxyl of phenol.
331	R-HSA-158795		transition	PLAT	True	True	True	2	0.250	True	extracellular region	Single-chain tPA proteolytic attack on the SERPINE1 bait loop traps the serpin-protease covalent complex.
332	R-HSA-159005		transition	PLAU	True	False	True	1	0.250	True	extracellular region;plasma membrane	Receptor-bound two-chain urokinase cleaves the SERPINE1 reactive-center loop, forming the stable acyl-enzyme.
333	R-HSA-159194		transition	UGT1A1	True	False	True	3	0.143	True	endoplasmic reticulum lumen	Glucuronosyl transfer from UDP-GlcA to one propionic acid carboxyl of bilirubin, giving the monoglucuronide.
334	R-HSA-159046		transition	NXF1	True	False	True	0	0.000	True	cytosol;nucleoplasm	TAP/NXF1-dependent nuclear pore translocation of the SLBP-bound histone mRNP.
335	R-HSA-159001		transition	PLAU	True	False	True	1	0.250	True	extracellular region;plasma membrane	uPAR-bound urokinase cleaves the SERPINB2 reactive-center loop to form the covalent inhibitory complex.
336	R-HSA-159179		transition	UGT1A1	True	False	True	3	0.143	True	endoplasmic reticulum lumen	Second glucuronosyl transfer onto the remaining propionate carboxyl of bilirubin monoglucuronide.
337	R-HSA-1592314		transition	BMP1	True	False	True	0	0.000	False	extracellular region	Tolloid-family metalloproteinase cleaves the perlecan core protein near domain V, releasing the endorepellin fragment.
338	R-HSA-1592362		transition	MMP3	True	False	True	1	0.200	True	extracellular region	Stromelysin-1 removes the cysteine-switch propeptide of pro-MMP7, exposing the catalytic zinc.
339	R-HSA-1592310		transition	ADAMTS4	True	False	True	0	0.000	True	extracellular region	Aggrecanase hydrolysis of the Glu392-Ala393 interglobular-domain bond of aggrecan.
340	R-HSA-1592371		transition	PLG	True	False	True	1	0.200	True	extracellular region	Plasmin cleaves the pro-domain of pro-MMP3 at the bait region, the first step of cysteine-switch activation.
341	R-HSA-1592244		transition	PRKAA1	True	False	True	2	0.333	False	nucleoplasm	AMP-activated kinase phosphorylates PGC-1alpha on Thr177 and Ser538 using ATP.
342	R-HSA-1592297		transition	MMP3	True	False	True	1	0.250	True	extracellular region	Stromelysin-1 makes the Gln-Phe cut that converts the MMP1 intermediate into the fully active enzyme.
343	R-HSA-1592270		transition	MMP3	True	False	True	1	1.000	True	extracellular region	Stromelysin-1 hydrolyses nidogen-1 within its rod/globular linker, severing the laminin-collagen IV bridge.
344	R-HSA-1592316		transition	PLG	True	False	True	1	0.200	True	extracellular region	Plasmin makes the initial bait-region cut in the pro-MMP1 propeptide, disrupting the cysteine-zinc switch.
345	R-HSA-159425		transition	SLC27A5	True	False	False	12	0.286	True	cytosol	Bile acyl-CoA synthetase activates the C24 carboxyl of cholate/chenodeoxycholate as a thioester via an acyl-AMP intermediate.
346	R-HSA-1592436		transition	MMP3	True	False	True	0	0.000	True	extracellular region	Stromelysin-1 excises the pro-domain of pro-MMP9, the canonical gelatinase B activation cut.
347	R-HSA-159752		transition	GGCX	True	False	False	12	0.167	True	endoplasmic reticulum lumen;endoplasmic reticulum membrane	Vitamin K-dependent gamma-glutamyl carboxylation of PROS1 Glu residues, coupled to MK4 hydroquinone epoxidation by O2.
348	R-HSA-159795		transition	GGCX	True	False	False	12	0.167	True	endoplasmic reticulum lumen	MK4-driven carboxylation of the Gla-domain glutamates of pro-protein C, generating MK4 epoxide.
349	R-HSA-159566		transition	GLYAT	True	False	True	6	0.143	True	mitochondrial matrix	Glycine N-acyltransferase transfers the benzoyl group from benzoyl-CoA to the glycine amino group, forming hippurate.
350	R-HSA-159358		transition	SULT1A3	True	False	True	4	0.200	True	cytosol	PAPS-dependent O-sulfonation of a catecholamine phenol hydroxyl, the defining activity of the monoamine-preferring cytosolic sulfotransferase.
351	R-HSA-159761		transition	GGCX	True	False	False	12	0.167	True	endoplasmic reticulum lumen	Vitamin K (MK4)-dependent carboxylation of Glu residues to Gla, coupled to MK4 epoxidation, in the ER lumen.
352	R-HSA-159443		transition	ACSM2B	True	False	False	12	0.500	True	mitochondrial matrix	ATP-dependent thioesterification of a small aromatic carboxylic acid (benzoate) to its CoA thioester by the mitochondrial medium-chain/xenobiotic acyl-CoA synthetase.
353	R-HSA-159567		transition	ACSM2B	True	False	False	12	0.500	True	mitochondrial matrix	Same mitochondrial xenobiotic acid:CoA ligase step, here activating salicylate to salicyl-CoA en route to hippurate-type conjugation.
354	R-HSA-159574		transition	GLYAT	True	False	True	6	0.143	True	mitochondrial matrix	Transfer of the acyl group from an aryl-CoA thioester onto the amino group of glycine, forming an N-acylglycine (salicylurate).
355	R-HSA-1602398		transition	PLA2G2A	True	False	True	9	0.250	True	extracellular region;plasma membrane	sn-2 ester hydrolysis of a membrane phosphoethanolamine by a secreted, interfacially acting phospholipase A2 with preference for non-choline head groups.
356	R-HSA-1602399		transition	PLA2G10	True	False	True	11	0.250	True	extracellular region;plasma membrane	sn-2 hydrolysis of phosphatidylcholine in the outer leaflet, the head group best handled by the group X secreted PLA2.
357	R-HSA-1602368		transition	PLA2G2A	True	False	True	9	0.250	True	extracellular region;plasma membrane	sn-2 acyl release from anionic phosphatidylglycerol, the head group class most efficiently cleaved by group IIA secreted PLA2.
358	R-HSA-159819		transition	GGCX	True	False	False	12	0.167	True	endoplasmic reticulum lumen	Gla-domain gamma-carboxylation of pro-factor X driven by MK4 hydroquinone oxidation to MK4 epoxide.
359	R-HSA-1602377		transition	PLA2G2A	True	False	True	11	0.250	True	extracellular region;plasma membrane	sn-2 ester cleavage of anionic phosphatidylinositol at the membrane interface by a secreted Ca2+-dependent PLA2.
360	R-HSA-1602488		transition	MMP14	True	False	True	0	0.000	True	extracellular region	Cell-surface metalloproteinase cut within the proMMP13 prodomain that starts cysteine-switch disruption.
361	R-HSA-159803		transition	GGCX	True	False	False	12	0.167	True	endoplasmic reticulum lumen	Carboxylation of the factor IX Gla-domain glutamates using the MK4 hydroquinone-to-epoxide couple as energy source.
362	R-HSA-159826		transition	GGCX	True	False	False	12	0.167	True	endoplasmic reticulum lumen	MK4-coupled gamma-glutamyl carboxylation of the prothrombin Gla domain in the ER lumen.
363	R-HSA-1602417		transition	PLA2G1B	True	False	True	11	0.250	True	extracellular region;plasma membrane	A second, distinct secreted PLA2 hydrolysing the sn-2 ester of phosphatidylcholine to 1-acyl lysoPC plus free fatty acid.
364	R-HSA-1602446		transition	PLA2G2A	True	False	True	9	0.250	True	extracellular region;plasma membrane	sn-2 deacylation of phosphatidic acid to 1-acyl LPA by an interfacial secreted phospholipase A2.
365	R-HSA-1602374		transition	PLA2G2A	True	False	True	9	0.250	True	extracellular region;plasma membrane	sn-2 hydrolysis of exofacial phosphatidylserine, an anionic substrate strongly favoured by group IIA sPLA2.
366	R-HSA-1605624		transition	GLB1	True	False	True	4	0.143	True	lysosomal lumen	Lysosomal exo-hydrolysis of the terminal beta-galactose of GM1 to give GM2.
367	R-HSA-1604359		transition	MMP14	True	False	True	1	0.200	True	extracellular region	Membrane-type MMP makes the first prodomain cut of proMMP2 (Asn66-Leu67); the second cut is autocatalytic.
368	R-HSA-1604712		transition	MMP3	True	False	True	1	0.200	True	extracellular region	Stromelysin-1 performs the initial prodomain scission of proMMP7, leaving the autolytic second cut to MMP7 itself.
369	R-HSA-1605632		transition	HEXB	True	False	True	4	0.143	True	lysosomal lumen	Removal of the terminal beta-N-acetylgalactosamine of globoside by lysosomal beta-hexosaminidase, whose beta-subunit deficiency causes globoside storage.
370	R-HSA-1605591		transition	GBA1	True	False	True	4	0.333	True	lysosomal lumen	Lysosomal acid beta-glucosidase cleaving the beta-glucosyl linkage of glucosylceramide to ceramide plus glucose.
371	R-HSA-1604741		transition	MMP2	True	False	True	0	0.000	True	extracellular region	Gelatinase A cleaves within the proMMP13 propeptide to generate a distinct activation intermediate.
372	R-HSA-1604752		transition	MMP3	True	False	True	0	0.000	True	extracellular region	Stromelysin-1 removes a larger segment of the proMMP13 prodomain, generating the near-mature intermediate.
373	R-HSA-1605595		transition	HEXA	True	False	True	5	0.143	True	lysosomal lumen	GM2 activator-presented ganglioside requires the alpha-subunit-containing hexosaminidase A to strip the beta-GalNAc and yield GM3.
374	R-HSA-1604690		transition	MMP3	True	False	True	0	0.000	True	extracellular region	Second stromelysin cut at Arg106-Phe107 converting the partially processed proMMP9 intermediate to the fully active gelatinase.
375	R-HSA-1604360		transition	MMP14	True	False	True	1	0.200	True	extracellular region;plasma membrane	A second MT1-MMP molecule in the MMP14:TIMP2 ternary complex cleaves the tethered proMMP2 prodomain.
376	R-HSA-1604722		transition	MMP13	True	False	True	0	0.000	True	extracellular region	Collagenase-3 directly clips the full-length proMMP9 prodomain to release active gelatinase B.
377	R-HSA-1605723		transition	NEU2	True	False	True	0	0.000	True	cytosol	Cytosolic sialidase hydrolysing the alpha2,3-linked Neu5Ac of GM3 to LacCer in the cytoplasm.
378	R-HSA-1605736		transition	GLA	True	False	True	4	0.143	True	lysosomal lumen	Removal of the terminal alpha-galactose of globotriaosylceramide, the alpha-galactosidase A step deficient in Fabry disease.
379	R-HSA-1606564		transition	GALC	True	False	True	4	0.333	True	lysosomal lumen	Lysosomal galactosylceramidase hydrolysing the beta-galactosyl linkage of galactosylceramide to ceramide.
380	R-HSA-1606839		transition	STS	True	False	True	11	0.143	True	endoplasmic reticulum lumen	Arylsulfatase C hydrolysing the 3-O-sulfate ester of steroid sulfates in the ER membrane/lumen.
381	R-HSA-1605724		transition	NEU1	True	False	True	4	0.143	True	lysosomal lumen	Lysosomal sialidase acting on saposin-presented GM3 to release Neu5Ac and leave LacCer.
382	R-HSA-1606312		transition	GLB1	True	False	True	4	0.143	True	lysosomal lumen	Acid beta-galactosidase removing the terminal galactose of lactosylceramide to give glucosylceramide.
383	R-HSA-1606273		transition	SMPD3	True	False	True	0	0.000	True	cytosol;plasma membrane	Neutral, Mg2+-dependent sphingomyelinase at the inner face of the plasma membrane cleaving sphingomyelin to ceramide and phosphocholine.
384	R-HSA-1605768		transition	NEU3	True	False	True	0	0.000	True	cytosol;plasma membrane	Plasma-membrane ganglioside-specific sialidase desialylating GM3 in situ to LacCer.
385	R-HSA-1605797		transition	SMPD1	True	False	True	4	0.286	True	lysosomal lumen	Acid sphingomyelinase hydrolysing the phosphodiester of sphingomyelin in the low-pH lysosomal lumen.
386	R-HSA-1606789		transition	IDS	True	False	True	4	0.333	True	lysosomal lumen	Lysosomal sulfatase removing an O-sulfate ester from a glycosaminoglycan chain terminus, the iduronate-2-sulfatase step of GAG catabolism.
387	R-HSA-1606288		transition	SMPD2	True	False	False	12	0.200	True	cytosol;endoplasmic reticulum lumen;endoplasmic reticulum membrane	ER-resident neutral sphingomyelinase 1 cleaving sphingomyelin to ceramide and phosphocholine.
388	R-HSA-1606583		transition	ASAH2	True	False	True	1	0.250	True	cytosol;plasma membrane	Neutral ceramidase at the plasma membrane hydrolysing the ceramide amide bond to sphingosine and free fatty acid.
389	R-HSA-1614583		transition	CTH	True	False	True	1	0.125	True	cytosol	PLP-dependent gamma-elimination of cystathionine releasing cysteine, 2-oxobutanoate and ammonia.
390	R-HSA-1614618		transition	TST	True	False	True	1	0.091	True	mitochondrial inner membrane;mitochondrial matrix	Rhodanese-type sulfurtransferase moving the sulfane sulfur off the SQOR cysteine persulfide onto sulfite to make thiosulfate.
391	R-HSA-1614631		transition	CTH	True	False	True	3	0.143	True	cytosol	Gamma-elimination of homocysteine itself, yielding 2-oxobutanoate, ammonia and H2S.
392	R-HSA-1614665		transition	SQOR	True	False	True	5	0.143	True	cytosol;mitochondrial inner membrane	Flavin sulfide:quinone oxidoreductase oxidising H2S onto an active-site cysteine persulfide while reducing ubiquinone to ubiquinol.
