organism,locus,absent_from_feba,min_fit_sig
beril_psRCH2,GFF1941,1,0.0
beril_psRCH2,GFF1942,0,0.85
beril_psRCH2,GFF1943,0,-2.132
beril_psRCH2,GFF1944,1,0.0
beril_psRCH2,GFF1945,1,0.0
beril_psRCH2,GFF1946,0,1.396
beril_psRCH2,GFF1947,0,0.0
beril_psRCH2,GFF1948,0,3.645
beril_psRCH2,GFF1949,1,0.0
beril_psRCH2,GFF195,0,2.989
beril_psRCH2,GFF1950,0,0.0
beril_psRCH2,GFF1951,0,4.523
beril_psRCH2,GFF1952,0,1.568
beril_psRCH2,GFF1953,0,0.0
beril_psRCH2,GFF1954,0,0.0
beril_psRCH2,GFF1955,0,0.0
beril_psRCH2,GFF1956,0,0.0
beril_psRCH2,GFF1957,0,4.078
beril_psRCH2,GFF1958,0,2.611
beril_psRCH2,GFF1959,1,0.0
beril_psRCH2,GFF196,0,1.618
beril_psRCH2,GFF1960,0,1.188
beril_psRCH2,GFF1961,1,0.0
beril_psRCH2,GFF1967,1,0.0
beril_psRCH2,GFF1968,0,5.945
beril_psRCH2,GFF1969,0,0.0
beril_psRCH2,GFF197,0,1.681
beril_psRCH2,GFF1970,0,0.0
beril_psRCH2,GFF1971,0,5.752
beril_psRCH2,GFF1972,0,2.567
beril_psRCH2,GFF1973,0,0.0
beril_psRCH2,GFF1974,0,3.119
beril_psRCH2,GFF1975,0,3.674
beril_psRCH2,GFF1976,1,0.0
beril_psRCH2,GFF1977,0,0.0
beril_psRCH2,GFF1978,1,0.0
beril_psRCH2,GFF1979,0,0.0
beril_psRCH2,GFF198,0,-0.717
beril_psRCH2,GFF1980,0,2.766
beril_psRCH2,GFF1981,0,-0.731
beril_psRCH2,GFF1982,0,-2.28
beril_psRCH2,GFF1983,0,1.732
beril_psRCH2,GFF1984,0,2.69
beril_psRCH2,GFF1985,1,0.0
beril_psRCH2,GFF1986,0,1.047
beril_psRCH2,GFF1987,0,0.0
beril_psRCH2,GFF1988,1,0.0
beril_psRCH2,GFF1989,1,0.0
beril_psRCH2,GFF199,1,0.0
beril_psRCH2,GFF1990,1,0.0
beril_psRCH2,GFF1991,0,6.436
beril_psRCH2,GFF1992,0,8.061
beril_psRCH2,GFF1993,1,0.0
beril_psRCH2,GFF1994,0,4.154
beril_psRCH2,GFF1995,0,3.233
beril_psRCH2,GFF1996,0,-2.197
beril_psRCH2,GFF1997,0,2.284
beril_psRCH2,GFF1998,0,0.0
beril_psRCH2,GFF1999,0,2.153
beril_psRCH2,GFF2,1,0.0
beril_psRCH2,GFF20,0,2.984
beril_psRCH2,GFF200,0,-0.769
beril_psRCH2,GFF2000,0,0.946
beril_psRCH2,GFF2001,0,2.487
beril_psRCH2,GFF2002,0,0.0
beril_psRCH2,GFF2003,0,0.0
beril_psRCH2,GFF2004,0,2.852
beril_psRCH2,GFF2005,0,2.932
beril_psRCH2,GFF2006,0,-0.738
beril_psRCH2,GFF2007,0,1.46
beril_psRCH2,GFF2008,0,0.0
beril_psRCH2,GFF2009,0,0.0
beril_psRCH2,GFF201,0,0.977
beril_psRCH2,GFF2010,0,1.663
beril_psRCH2,GFF2011,0,1.769
beril_psRCH2,GFF2012,0,4.416
beril_psRCH2,GFF2013,0,1.566
beril_psRCH2,GFF2014,0,0.0
beril_psRCH2,GFF2015,0,0.0
beril_psRCH2,GFF2016,0,0.0
beril_psRCH2,GFF2017,0,2.014
beril_psRCH2,GFF2018,0,0.0
beril_psRCH2,GFF2019,0,0.0
beril_psRCH2,GFF202,0,5.035
beril_psRCH2,GFF2020,1,0.0
beril_psRCH2,GFF2021,1,0.0
beril_psRCH2,GFF2022,1,0.0
beril_psRCH2,GFF2023,0,2.827
beril_psRCH2,GFF2024,0,0.0
beril_psRCH2,GFF2025,0,1.414
beril_psRCH2,GFF2026,0,0.0
beril_psRCH2,GFF2027,0,1.851
beril_psRCH2,GFF2028,0,7.847
beril_psRCH2,GFF2029,0,-0.663
beril_psRCH2,GFF203,0,4.756
beril_psRCH2,GFF2030,1,0.0
beril_psRCH2,GFF2031,1,0.0
beril_psRCH2,GFF2032,0,0.0
beril_psRCH2,GFF2033,0,0.0
beril_psRCH2,GFF2034,0,0.803
beril_psRCH2,GFF2035,0,0.0
beril_psRCH2,GFF2036,0,1.8
beril_psRCH2,GFF2037,0,-0.85
beril_psRCH2,GFF2038,0,0.0
beril_psRCH2,GFF2039,0,0.0
beril_psRCH2,GFF204,0,2.843
beril_psRCH2,GFF2040,0,1.911
beril_psRCH2,GFF2041,0,0.0
beril_psRCH2,GFF2042,0,1.833
beril_psRCH2,GFF2043,0,0.869
beril_psRCH2,GFF2044,1,0.0
beril_psRCH2,GFF2045,0,7.573
beril_psRCH2,GFF2046,1,0.0
beril_psRCH2,GFF2047,0,5.604
beril_psRCH2,GFF2048,0,0.0
beril_psRCH2,GFF2049,0,0.0
beril_psRCH2,GFF205,0,5.31
beril_psRCH2,GFF2050,0,0.0
beril_psRCH2,GFF2051,0,0.946
beril_psRCH2,GFF2052,0,5.878
beril_psRCH2,GFF2053,0,0.0
beril_psRCH2,GFF2054,0,0.0
beril_psRCH2,GFF2055,0,0.0
beril_psRCH2,GFF2056,0,0.0
beril_psRCH2,GFF2057,0,0.0
beril_psRCH2,GFF2058,0,0.0
beril_psRCH2,GFF2059,0,1.183
beril_psRCH2,GFF206,0,5.542
beril_psRCH2,GFF2060,0,0.0
beril_psRCH2,GFF2061,0,4.469
beril_psRCH2,GFF2062,0,0.596
beril_psRCH2,GFF2063,0,1.256
beril_psRCH2,GFF2064,0,0.0
beril_psRCH2,GFF2065,1,0.0
beril_psRCH2,GFF2066,0,0.0
beril_psRCH2,GFF2067,0,2.218
beril_psRCH2,GFF2068,1,0.0
beril_psRCH2,GFF2069,0,0.605
beril_psRCH2,GFF207,0,5.178
beril_psRCH2,GFF2070,1,0.0
beril_psRCH2,GFF2071,0,1.26
beril_psRCH2,GFF2072,0,1.471
beril_psRCH2,GFF2073,0,0.0
beril_psRCH2,GFF2074,0,0.0
beril_psRCH2,GFF2075,1,0.0
beril_psRCH2,GFF2076,0,-1.913
beril_psRCH2,GFF2077,0,0.0
beril_psRCH2,GFF2078,0,-1.596
beril_psRCH2,GFF2079,0,0.0
beril_psRCH2,GFF208,0,0.0
beril_psRCH2,GFF2080,0,0.0
beril_psRCH2,GFF2081,0,4.825
beril_psRCH2,GFF2082,0,5.386
beril_psRCH2,GFF2083,0,-0.92
beril_psRCH2,GFF2084,0,0.0
beril_psRCH2,GFF2085,0,0.0
beril_psRCH2,GFF2086,0,0.0
beril_psRCH2,GFF2087,0,-1.074
beril_psRCH2,GFF2088,0,0.0
beril_psRCH2,GFF2089,0,2.741
beril_psRCH2,GFF209,0,0.0
beril_psRCH2,GFF2090,0,2.457
beril_psRCH2,GFF2091,0,3.204
beril_psRCH2,GFF2092,0,-0.739
beril_psRCH2,GFF2093,0,2.694
beril_psRCH2,GFF2094,1,0.0
beril_psRCH2,GFF2095,0,4.911
beril_psRCH2,GFF2096,0,4.583
beril_psRCH2,GFF2097,0,4.517
beril_psRCH2,GFF2098,0,4.41
beril_psRCH2,GFF2099,0,-0.788
beril_psRCH2,GFF21,0,2.471
beril_psRCH2,GFF210,0,0.0
beril_psRCH2,GFF2100,0,0.0
beril_psRCH2,GFF2101,0,1.313
beril_psRCH2,GFF2102,0,1.533
beril_psRCH2,GFF2103,0,0.0
beril_psRCH2,GFF2104,1,0.0
beril_psRCH2,GFF2105,0,0.0
beril_psRCH2,GFF2106,0,0.93
beril_psRCH2,GFF2107,0,0.0
beril_psRCH2,GFF2108,0,0.0
beril_psRCH2,GFF2109,0,-0.876
beril_psRCH2,GFF211,0,0.0
beril_psRCH2,GFF2110,0,1.52
beril_psRCH2,GFF2111,0,0.0
beril_psRCH2,GFF2112,1,0.0
beril_psRCH2,GFF2113,0,0.776
beril_psRCH2,GFF2114,0,0.0
beril_psRCH2,GFF2115,0,3.698
beril_psRCH2,GFF2116,0,0.0
beril_psRCH2,GFF2117,0,0.955
beril_psRCH2,GFF2118,0,0.0
beril_psRCH2,GFF2119,0,1.601
beril_psRCH2,GFF212,1,0.0
beril_psRCH2,GFF2120,0,-0.768
beril_psRCH2,GFF2121,0,0.0
beril_psRCH2,GFF2122,0,0.0
beril_psRCH2,GFF2123,0,0.0
beril_psRCH2,GFF2124,0,0.786
beril_psRCH2,GFF2125,1,0.0
beril_psRCH2,GFF2126,0,0.706
beril_psRCH2,GFF2127,0,0.0
beril_psRCH2,GFF2128,0,0.0
beril_psRCH2,GFF2129,0,0.0
beril_psRCH2,GFF213,1,0.0
beril_psRCH2,GFF2130,0,0.0
beril_psRCH2,GFF2131,0,0.0
beril_psRCH2,GFF2132,0,0.0
beril_psRCH2,GFF2133,0,0.0
beril_psRCH2,GFF2134,0,0.0
beril_psRCH2,GFF2135,1,0.0
beril_psRCH2,GFF2136,0,0.0
beril_psRCH2,GFF2137,0,2.125
beril_psRCH2,GFF2138,0,0.0
beril_psRCH2,GFF2139,0,0.0
beril_psRCH2,GFF214,0,0.0
beril_psRCH2,GFF2140,0,0.0
beril_psRCH2,GFF2141,0,0.825
beril_psRCH2,GFF2142,0,1.102
beril_psRCH2,GFF2143,0,1.334
beril_psRCH2,GFF2144,0,1.425
beril_psRCH2,GFF2145,0,0.928
beril_psRCH2,GFF2146,1,0.0
beril_psRCH2,GFF2147,1,0.0
beril_psRCH2,GFF2148,1,0.0
beril_psRCH2,GFF2149,1,0.0
beril_psRCH2,GFF215,0,0.0
beril_psRCH2,GFF2150,1,0.0
beril_psRCH2,GFF2151,1,0.0
beril_psRCH2,GFF2152,1,0.0
beril_psRCH2,GFF2153,1,0.0
beril_psRCH2,GFF2154,1,0.0
beril_psRCH2,GFF2155,1,0.0
beril_psRCH2,GFF2156,1,0.0
beril_psRCH2,GFF2157,1,0.0
beril_psRCH2,GFF2158,1,0.0
beril_psRCH2,GFF2159,1,0.0
beril_psRCH2,GFF216,0,0.0
beril_psRCH2,GFF2160,1,0.0
beril_psRCH2,GFF2161,1,0.0
beril_psRCH2,GFF2162,1,0.0
beril_psRCH2,GFF2163,1,0.0
beril_psRCH2,GFF2164,1,0.0
beril_psRCH2,GFF2165,1,0.0
beril_psRCH2,GFF2166,1,0.0
beril_psRCH2,GFF2167,1,0.0
beril_psRCH2,GFF2168,1,0.0
beril_psRCH2,GFF2169,1,0.0
beril_psRCH2,GFF217,0,4.405
beril_psRCH2,GFF2170,1,0.0
beril_psRCH2,GFF2171,1,0.0
beril_psRCH2,GFF2172,1,0.0
beril_psRCH2,GFF2173,0,0.0
beril_psRCH2,GFF2174,0,-0.804
beril_psRCH2,GFF2175,0,0.0
beril_psRCH2,GFF2176,0,0.0
beril_psRCH2,GFF2177,0,0.0
beril_psRCH2,GFF2178,0,0.0
beril_psRCH2,GFF2179,0,0.0
beril_psRCH2,GFF218,1,0.0
beril_psRCH2,GFF2180,0,1.748
beril_psRCH2,GFF2181,0,0.806
beril_psRCH2,GFF2182,0,0.0
beril_psRCH2,GFF2183,0,0.74
beril_psRCH2,GFF2184,0,2.43
beril_psRCH2,GFF2185,0,1.381
beril_psRCH2,GFF2186,0,0.0
beril_psRCH2,GFF2187,0,6.069
beril_psRCH2,GFF2188,0,-1.005
beril_psRCH2,GFF2189,0,3.944
beril_psRCH2,GFF219,1,0.0
beril_psRCH2,GFF2190,0,2.576
beril_psRCH2,GFF2191,0,2.17
beril_psRCH2,GFF2193,0,0.0
beril_psRCH2,GFF2194,0,0.0
beril_psRCH2,GFF2195,0,-2.538
beril_psRCH2,GFF2196,0,0.0
beril_psRCH2,GFF2197,0,-0.655
beril_psRCH2,GFF2198,0,0.0
beril_psRCH2,GFF2199,0,0.945
beril_psRCH2,GFF22,1,0.0
beril_psRCH2,GFF220,1,0.0
beril_psRCH2,GFF2200,1,0.0
beril_psRCH2,GFF2201,0,-0.868
beril_psRCH2,GFF2202,0,0.0
beril_psRCH2,GFF2203,0,0.0
beril_psRCH2,GFF2204,0,1.564
beril_psRCH2,GFF2205,0,0.0
beril_psRCH2,GFF2206,0,0.0
beril_psRCH2,GFF2207,0,0.0
beril_psRCH2,GFF2208,0,1.371
beril_psRCH2,GFF2209,1,0.0
beril_psRCH2,GFF221,1,0.0
beril_psRCH2,GFF2210,1,0.0
beril_psRCH2,GFF2213,1,0.0
beril_psRCH2,GFF2214,0,5.398
beril_psRCH2,GFF2215,0,4.077
beril_psRCH2,GFF2216,0,-1.235
beril_psRCH2,GFF2217,0,0.0
beril_psRCH2,GFF2218,0,2.066
beril_psRCH2,GFF2219,0,1.695
beril_psRCH2,GFF222,1,0.0
beril_psRCH2,GFF2220,0,1.648
beril_psRCH2,GFF2221,0,2.028
beril_psRCH2,GFF2222,0,1.496
beril_psRCH2,GFF2223,0,1.338
beril_psRCH2,GFF2224,0,0.0
beril_psRCH2,GFF2225,0,2.435
beril_psRCH2,GFF2226,0,2.381
beril_psRCH2,GFF2227,0,3.659
beril_psRCH2,GFF2228,0,3.383
beril_psRCH2,GFF2229,0,2.741
beril_psRCH2,GFF223,0,0.0
beril_psRCH2,GFF2230,0,0.0
beril_psRCH2,GFF2231,0,2.639
beril_psRCH2,GFF2232,0,0.796
beril_psRCH2,GFF2233,0,0.0
beril_psRCH2,GFF2234,0,0.0
beril_psRCH2,GFF2235,0,1.273
beril_psRCH2,GFF2236,0,0.0
beril_psRCH2,GFF2237,0,0.947
beril_psRCH2,GFF2238,1,0.0
beril_psRCH2,GFF2239,1,0.0
beril_psRCH2,GFF224,0,0.0
beril_psRCH2,GFF2240,0,3.852
beril_psRCH2,GFF2241,1,0.0
beril_psRCH2,GFF2242,1,0.0
beril_psRCH2,GFF2243,0,1.159
beril_psRCH2,GFF2244,0,-0.591
beril_psRCH2,GFF2245,0,-0.99
beril_psRCH2,GFF2246,0,-0.643
beril_psRCH2,GFF2247,0,0.562
beril_psRCH2,GFF2248,0,0.0
beril_psRCH2,GFF2249,0,0.0
beril_psRCH2,GFF225,0,-1.6
beril_psRCH2,GFF2250,0,0.0
beril_psRCH2,GFF2251,0,0.0
beril_psRCH2,GFF2252,0,2.365
beril_psRCH2,GFF2256,1,0.0
beril_psRCH2,GFF2257,1,0.0
beril_psRCH2,GFF2258,1,0.0
beril_psRCH2,GFF2259,0,-5.508
beril_psRCH2,GFF226,0,0.0
beril_psRCH2,GFF2260,1,0.0
beril_psRCH2,GFF2261,0,0.0
beril_psRCH2,GFF2262,0,0.729
beril_psRCH2,GFF2263,0,0.0
beril_psRCH2,GFF2264,1,0.0
beril_psRCH2,GFF2265,1,0.0
beril_psRCH2,GFF2266,1,0.0
beril_psRCH2,GFF2267,0,3.705
beril_psRCH2,GFF2268,1,0.0
beril_psRCH2,GFF2269,0,1.567
beril_psRCH2,GFF227,0,-0.596
beril_psRCH2,GFF2270,0,0.0
beril_psRCH2,GFF2271,0,4.08
beril_psRCH2,GFF2272,0,1.224
beril_psRCH2,GFF2273,1,0.0
beril_psRCH2,GFF2274,1,0.0
beril_psRCH2,GFF2275,0,4.497
beril_psRCH2,GFF2276,0,1.237
beril_psRCH2,GFF2277,0,0.0
beril_psRCH2,GFF2278,0,4.072
beril_psRCH2,GFF2279,0,4.841
beril_psRCH2,GFF228,1,0.0
beril_psRCH2,GFF2280,0,4.298
beril_psRCH2,GFF2281,0,3.446
beril_psRCH2,GFF2282,0,3.141
beril_psRCH2,GFF2283,1,0.0
beril_psRCH2,GFF2284,0,6.828
beril_psRCH2,GFF2285,0,0.722
beril_psRCH2,GFF2286,0,2.789
beril_psRCH2,GFF2287,0,1.204
beril_psRCH2,GFF2288,0,-3.057
beril_psRCH2,GFF2289,0,2.67
beril_psRCH2,GFF229,0,-1.071
beril_psRCH2,GFF2290,1,0.0
beril_psRCH2,GFF2291,0,0.769
beril_psRCH2,GFF2292,0,-0.775
beril_psRCH2,GFF2293,0,0.57
beril_psRCH2,GFF2294,0,1.757
beril_psRCH2,GFF2295,0,0.0
beril_psRCH2,GFF2296,0,0.0
beril_psRCH2,GFF2297,0,1.693
beril_psRCH2,GFF2298,0,0.0
beril_psRCH2,GFF2299,0,0.0
beril_psRCH2,GFF23,1,0.0
beril_psRCH2,GFF230,0,-0.803
beril_psRCH2,GFF2300,0,0.0
beril_psRCH2,GFF2301,0,0.913
beril_psRCH2,GFF2302,0,2.304
beril_psRCH2,GFF2303,0,2.343
beril_psRCH2,GFF2304,0,2.421
beril_psRCH2,GFF2305,0,1.323
beril_psRCH2,GFF2306,0,0.0
beril_psRCH2,GFF2307,0,2.657
beril_psRCH2,GFF2308,0,2.684
beril_psRCH2,GFF2309,0,0.0
beril_psRCH2,GFF231,0,0.0
beril_psRCH2,GFF2310,0,0.0
beril_psRCH2,GFF2311,0,0.0
beril_psRCH2,GFF2312,0,0.0
beril_psRCH2,GFF2313,1,0.0
beril_psRCH2,GFF2314,0,1.275
beril_psRCH2,GFF2315,0,0.0
beril_psRCH2,GFF2316,0,0.905
beril_psRCH2,GFF2317,0,1.268
beril_psRCH2,GFF2318,0,0.0
beril_psRCH2,GFF2319,0,0.0
beril_psRCH2,GFF232,0,-0.674
beril_psRCH2,GFF2320,0,0.0
beril_psRCH2,GFF2321,0,0.0
beril_psRCH2,GFF2322,0,0.0
beril_psRCH2,GFF2324,0,2.183
beril_psRCH2,GFF2325,1,0.0
beril_psRCH2,GFF2326,1,0.0
beril_psRCH2,GFF2327,1,0.0
beril_psRCH2,GFF2328,1,0.0
beril_psRCH2,GFF2329,0,0.0
beril_psRCH2,GFF233,1,0.0
beril_psRCH2,GFF2330,0,0.0
beril_psRCH2,GFF2331,0,4.617
beril_psRCH2,GFF2332,0,1.869
beril_psRCH2,GFF2333,0,-1.451
beril_psRCH2,GFF2334,0,3.295
beril_psRCH2,GFF2335,0,2.435
beril_psRCH2,GFF2336,0,0.0
beril_psRCH2,GFF2337,1,0.0
beril_psRCH2,GFF2338,0,0.0
beril_psRCH2,GFF2339,0,1.104
beril_psRCH2,GFF234,0,-0.657
beril_psRCH2,GFF2340,0,0.0
beril_psRCH2,GFF2341,0,0.0
beril_psRCH2,GFF2342,0,1.186
beril_psRCH2,GFF2343,0,1.665
beril_psRCH2,GFF2344,0,0.0
beril_psRCH2,GFF2345,1,0.0
beril_psRCH2,GFF2346,0,0.0
beril_psRCH2,GFF2347,0,-1.026
beril_psRCH2,GFF2348,0,1.412
beril_psRCH2,GFF2349,0,1.245
beril_psRCH2,GFF235,0,-0.743
beril_psRCH2,GFF2350,0,0.0
beril_psRCH2,GFF2351,0,0.785
beril_psRCH2,GFF2352,0,0.0
beril_psRCH2,GFF2353,0,1.818
beril_psRCH2,GFF2354,0,0.0
beril_psRCH2,GFF2355,0,0.0
beril_psRCH2,GFF2356,0,0.0
beril_psRCH2,GFF2357,0,-1.72
beril_psRCH2,GFF2358,0,1.336
beril_psRCH2,GFF2359,0,0.0
beril_psRCH2,GFF236,0,-1.519
beril_psRCH2,GFF2360,0,-0.957
beril_psRCH2,GFF2361,0,0.0
beril_psRCH2,GFF2362,0,-0.974
beril_psRCH2,GFF2363,0,1.317
beril_psRCH2,GFF2364,0,0.0
beril_psRCH2,GFF2365,0,0.0
beril_psRCH2,GFF2366,0,0.0
beril_psRCH2,GFF2367,0,0.0
beril_psRCH2,GFF2368,0,0.0
beril_psRCH2,GFF2369,0,0.0
beril_psRCH2,GFF237,0,0.0
beril_psRCH2,GFF2370,1,0.0
beril_psRCH2,GFF2371,0,1.816
beril_psRCH2,GFF2372,0,0.0
beril_psRCH2,GFF2373,0,-0.845
beril_psRCH2,GFF2374,0,0.0
beril_psRCH2,GFF2375,0,1.155
beril_psRCH2,GFF2376,0,0.0
beril_psRCH2,GFF2377,0,-0.812
beril_psRCH2,GFF2378,0,1.474
beril_psRCH2,GFF2379,0,1.028
beril_psRCH2,GFF238,0,0.0
beril_psRCH2,GFF2380,0,0.0
beril_psRCH2,GFF2381,0,-1.146
beril_psRCH2,GFF2382,0,0.0
beril_psRCH2,GFF2383,0,0.903
beril_psRCH2,GFF2384,0,0.0
beril_psRCH2,GFF2385,0,0.0
beril_psRCH2,GFF2386,0,0.0
beril_psRCH2,GFF2387,0,1.42
beril_psRCH2,GFF2388,0,1.668
beril_psRCH2,GFF2389,0,2.493
beril_psRCH2,GFF239,0,-1.243
beril_psRCH2,GFF2390,0,1.774
beril_psRCH2,GFF2391,0,1.281
beril_psRCH2,GFF2392,0,1.526
beril_psRCH2,GFF2393,0,0.758
beril_psRCH2,GFF2394,0,0.0
beril_psRCH2,GFF2395,0,0.0
beril_psRCH2,GFF2396,0,0.0
beril_psRCH2,GFF2397,0,3.461
beril_psRCH2,GFF2398,0,6.368
beril_psRCH2,GFF2399,0,0.0
beril_psRCH2,GFF24,0,4.191
beril_psRCH2,GFF240,0,0.0
beril_psRCH2,GFF2400,0,6.468
beril_psRCH2,GFF2401,0,-0.864
beril_psRCH2,GFF2402,0,0.0
beril_psRCH2,GFF2403,0,0.81
beril_psRCH2,GFF2404,0,-0.588
beril_psRCH2,GFF2405,0,0.828
beril_psRCH2,GFF2406,0,0.0
beril_psRCH2,GFF2407,0,0.0
beril_psRCH2,GFF2408,0,0.0
beril_psRCH2,GFF2409,0,0.0
beril_psRCH2,GFF241,0,0.0
beril_psRCH2,GFF2410,0,0.0
beril_psRCH2,GFF2411,0,-0.679
beril_psRCH2,GFF2412,0,0.0
beril_psRCH2,GFF2413,0,1.052
beril_psRCH2,GFF2414,0,-0.851
beril_psRCH2,GFF2415,0,0.0
beril_psRCH2,GFF2416,0,2.582
beril_psRCH2,GFF2417,0,3.514
beril_psRCH2,GFF2418,0,0.0
beril_psRCH2,GFF2419,0,0.961
beril_psRCH2,GFF242,0,-2.318
beril_psRCH2,GFF2420,0,0.0
beril_psRCH2,GFF2421,1,0.0
beril_psRCH2,GFF2422,0,0.0
beril_psRCH2,GFF2423,1,0.0
beril_psRCH2,GFF2424,1,0.0
beril_psRCH2,GFF2425,1,0.0
beril_psRCH2,GFF2426,0,0.0
beril_psRCH2,GFF2427,0,0.0
beril_psRCH2,GFF2428,0,1.295
beril_psRCH2,GFF2429,0,0.0
beril_psRCH2,GFF243,1,0.0
beril_psRCH2,GFF2430,0,1.161
beril_psRCH2,GFF2431,0,0.0
beril_psRCH2,GFF2432,0,0.0
beril_psRCH2,GFF2433,0,0.0
beril_psRCH2,GFF2434,0,0.0
beril_psRCH2,GFF2435,0,-0.883
beril_psRCH2,GFF2436,0,-0.558
beril_psRCH2,GFF2437,0,0.0
beril_psRCH2,GFF2438,0,0.0
beril_psRCH2,GFF2439,0,0.0
beril_psRCH2,GFF244,0,0.0
beril_psRCH2,GFF2440,0,1.781
beril_psRCH2,GFF2441,0,-0.689
beril_psRCH2,GFF2442,0,3.099
beril_psRCH2,GFF2443,0,4.599
beril_psRCH2,GFF2444,1,0.0
beril_psRCH2,GFF2445,1,0.0
beril_psRCH2,GFF2446,1,0.0
beril_psRCH2,GFF2447,1,0.0
beril_psRCH2,GFF2448,1,0.0
beril_psRCH2,GFF2449,1,0.0
beril_psRCH2,GFF245,1,0.0
beril_psRCH2,GFF2450,1,0.0
beril_psRCH2,GFF2451,1,0.0
beril_psRCH2,GFF2452,0,-1.333
beril_psRCH2,GFF2453,0,0.0
beril_psRCH2,GFF2454,0,0.0
beril_psRCH2,GFF2455,0,0.0
beril_psRCH2,GFF2456,0,3.018
beril_psRCH2,GFF2457,0,1.265
beril_psRCH2,GFF2458,0,0.0
beril_psRCH2,GFF2459,0,3.343
beril_psRCH2,GFF246,0,-0.516
beril_psRCH2,GFF2460,1,0.0
beril_psRCH2,GFF2461,1,0.0
beril_psRCH2,GFF2462,0,-0.619
beril_psRCH2,GFF2463,0,3.109
beril_psRCH2,GFF2464,0,0.825
beril_psRCH2,GFF2465,0,0.0
beril_psRCH2,GFF2466,1,0.0
beril_psRCH2,GFF2467,0,-0.814
beril_psRCH2,GFF2468,0,0.652
beril_psRCH2,GFF2469,0,-0.913
beril_psRCH2,GFF247,0,2.753
beril_psRCH2,GFF2470,0,0.0
beril_psRCH2,GFF2471,1,0.0
beril_psRCH2,GFF2472,0,0.0
beril_psRCH2,GFF2473,0,0.913
beril_psRCH2,GFF2474,0,-1.246
beril_psRCH2,GFF2475,0,1.027
beril_psRCH2,GFF2476,0,1.114
beril_psRCH2,GFF2477,0,-1.541
beril_psRCH2,GFF2478,0,2.513
beril_psRCH2,GFF2479,0,3.522
beril_psRCH2,GFF248,0,1.24
beril_psRCH2,GFF2480,1,0.0
beril_psRCH2,GFF2481,1,0.0
beril_psRCH2,GFF2482,0,3.029
beril_psRCH2,GFF2483,0,3.482
beril_psRCH2,GFF2484,0,3.424
beril_psRCH2,GFF2485,1,0.0
beril_psRCH2,GFF2486,1,0.0
beril_psRCH2,GFF2487,1,0.0
beril_psRCH2,GFF2488,1,0.0
beril_psRCH2,GFF2489,0,1.036
beril_psRCH2,GFF249,0,0.692
beril_psRCH2,GFF2490,0,-3.164
beril_psRCH2,GFF2491,0,-1.781
beril_psRCH2,GFF2492,0,0.0
beril_psRCH2,GFF2493,0,0.0
beril_psRCH2,GFF2494,1,0.0
beril_psRCH2,GFF2495,0,0.0
beril_psRCH2,GFF2496,0,1.003
beril_psRCH2,GFF2497,0,5.528
beril_psRCH2,GFF2498,1,0.0
beril_psRCH2,GFF2499,1,0.0
beril_psRCH2,GFF25,0,-0.992
beril_psRCH2,GFF250,0,0.0
beril_psRCH2,GFF2500,1,0.0
beril_psRCH2,GFF2501,0,-0.876
beril_psRCH2,GFF2502,0,0.0
beril_psRCH2,GFF2503,0,1.167
beril_psRCH2,GFF2504,0,0.0
beril_psRCH2,GFF2505,1,0.0
beril_psRCH2,GFF2506,0,-0.655
beril_psRCH2,GFF2507,0,1.896
beril_psRCH2,GFF2508,0,1.112
beril_psRCH2,GFF2509,0,0.0
beril_psRCH2,GFF251,0,1.727
beril_psRCH2,GFF2510,0,0.0
beril_psRCH2,GFF2511,0,0.0
beril_psRCH2,GFF2512,0,-0.74
beril_psRCH2,GFF2513,0,-2.999
beril_psRCH2,GFF2514,0,0.0
beril_psRCH2,GFF2515,0,-0.785
beril_psRCH2,GFF2516,0,0.963
beril_psRCH2,GFF2517,0,-1.44
beril_psRCH2,GFF2518,0,0.0
beril_psRCH2,GFF2519,0,0.0
beril_psRCH2,GFF252,0,0.0
beril_psRCH2,GFF2520,0,0.0
beril_psRCH2,GFF2521,0,0.0
beril_psRCH2,GFF2522,0,0.0
beril_psRCH2,GFF2523,0,0.0
beril_psRCH2,GFF2526,0,0.0
beril_psRCH2,GFF2527,0,0.978
beril_psRCH2,GFF2528,0,6.868
beril_psRCH2,GFF2529,0,5.588
beril_psRCH2,GFF253,1,0.0
beril_psRCH2,GFF2530,0,1.802
beril_psRCH2,GFF2531,0,3.675
beril_psRCH2,GFF2532,1,0.0
beril_psRCH2,GFF2533,1,0.0
beril_psRCH2,GFF2534,0,7.199
beril_psRCH2,GFF2535,0,0.0
beril_psRCH2,GFF2536,0,2.916
beril_psRCH2,GFF2537,0,0.0
beril_psRCH2,GFF2538,1,0.0
beril_psRCH2,GFF2539,0,5.775
beril_psRCH2,GFF254,1,0.0
beril_psRCH2,GFF2540,0,0.0
beril_psRCH2,GFF2541,0,6.768
beril_psRCH2,GFF2542,0,0.0
beril_psRCH2,GFF2543,0,-0.533
beril_psRCH2,GFF2544,0,0.0
beril_psRCH2,GFF2545,0,-0.679
beril_psRCH2,GFF2546,0,-0.776
beril_psRCH2,GFF2549,0,0.0
beril_psRCH2,GFF255,1,0.0
beril_psRCH2,GFF2550,0,-0.603
beril_psRCH2,GFF2551,0,-0.529
beril_psRCH2,GFF2552,0,1.029
beril_psRCH2,GFF2553,0,-0.51
